,participant,list,condition,trial_id,phase,target,target_sum_duration_Left,target_sum_duration_Right,foil,foil_sum_duration_Left,foil_sum_duration_Right,distractor,distractor_sum_duration_Left,distractor_sum_duration_Right,informative_foil,informative_target
80,P02,B,control,B14,500ms,cat2,0.0,0.0,chair1,0.0,0.0,hairbrush,0.0,0.0,False,False
81,P02,B,control,B14,elmo,cat2,566475.0,0.0,chair1,0.0,0.0,hairbrush,0.0,0.0,False,False
82,P02,B,control,B14,peppa,cat2,0.0,0.0,chair1,566803.0,433300.0,hairbrush,266887.0,800071.0,False,False
83,P02,B,control,B14,start,cat2,0.0,99920.0,chair1,0.0,0.0,hairbrush,466516.0,1000342.0,False,False
84,P02,B,control,B15,500ms,chair2,299948.0,0.0,dog1,0.0,0.0,kangaroo,0.0,0.0,False,False
85,P02,B,control,B15,elmo,chair2,599917.0,1133254.0,dog1,1899700.0,1533257.0,kangaroo,1700206.0,1066509.0,False,False
86,P02,B,control,B15,peppa,chair2,0.0,0.0,dog1,2633147.0,1733352.0,kangaroo,0.0,0.0,False,False
87,P02,B,control,B15,start,chair2,0.0,166645.0,dog1,132944.0,766638.0,kangaroo,499962.0,0.0,False,False
88,P02,B,control,B16,500ms,dog2,0.0,0.0,bike1,133293.0,133293.0,rainbow,0.0,0.0,False,False
89,P02,B,control,B16,elmo,dog2,0.0,0.0,bike1,299984.0,266864.0,rainbow,2299892.0,1999552.0,False,False
90,P02,B,control,B16,peppa,dog2,0.0,0.0,bike1,1299782.0,2034071.0,rainbow,0.0,0.0,False,False
91,P02,B,control,B16,start,dog2,0.0,0.0,bike1,966647.0,833299.0,rainbow,2033299.0,2066571.0,False,False
92,P02,B,ambig,B2,500ms,flower2,466761.0,466761.0,flower1,0.0,0.0,cane,0.0,0.0,False,False
93,P02,B,ambig,B2,elmo,flower2,4232912.0,3033402.0,flower1,499669.0,266229.0,cane,134295.0,134295.0,False,False
94,P02,B,ambig,B2,peppa,flower2,1232276.0,765262.0,flower1,2733325.0,2266719.0,cane,0.0,0.0,False,False
95,P02,B,ambig,B2,start,flower2,1067007.0,1299927.0,flower1,1799500.0,1199664.0,cane,0.0,0.0,False,False
96,P02,B,ambig,B3,500ms,clock2,0.0,0.0,clock1,0.0,0.0,cake,0.0,0.0,False,False
97,P02,B,ambig,B3,elmo,clock2,1666421.0,266721.0,clock1,266625.0,0.0,cake,0.0,299620.0,False,False
98,P02,B,ambig,B3,peppa,clock2,0.0,0.0,clock1,999939.0,99927.0,cake,0.0,0.0,False,False
99,P02,B,ambig,B3,start,clock2,0.0,0.0,clock1,1200122.0,99826.0,cake,233264.0,433294.0,False,False
100,P02,B,ambig,B4,500ms,cup2,0.0,0.0,cup1,433238.0,266549.0,dress,0.0,0.0,False,False
101,P02,B,ambig,B4,elmo,cup2,2300248.0,133343.0,cup1,133204.0,99855.0,dress,133484.0,133484.0,False,False
102,P02,B,ambig,B4,peppa,cup2,0.0,0.0,cup1,4099400.0,1766191.0,dress,0.0,0.0,False,False
103,P02,B,ambig,B4,start,cup2,0.0,0.0,cup1,2299721.0,1733041.0,dress,0.0,433089.0,False,False
104,P02,B,ambig,B5,500ms,shoe2,433223.0,232719.0,shoe1,0.0,0.0,paintbrush,0.0,0.0,False,False
105,P02,B,ambig,B5,elmo,shoe2,5532605.0,5265637.0,shoe1,533259.0,166635.0,paintbrush,0.0,0.0,False,False
106,P02,B,ambig,B5,peppa,shoe2,1233256.0,1833163.0,shoe1,0.0,133289.0,paintbrush,0.0,0.0,False,False
107,P02,B,ambig,B5,start,shoe2,1300132.0,1533568.0,shoe1,0.0,0.0,paintbrush,0.0,233320.0,False,False
108,P02,B,ambig,B6,elmo,spoon2,333038.0,466861.0,spoon1,0.0,0.0,comb,133277.0,266659.0,False,False
109,P02,B,ambig,B6,peppa,spoon2,0.0,699747.0,spoon1,0.0,0.0,comb,0.0,0.0,False,False
110,P02,B,ambig,B6,start,spoon2,133342.0,166649.0,spoon1,0.0,0.0,comb,299999.0,633186.0,False,False
111,P02,B,ambig,B7,elmo,toothbrush2,966589.0,166665.0,toothbrush1,99989.0,0.0,door,0.0,0.0,False,False
112,P02,B,ambig,B7,peppa,toothbrush2,0.0,0.0,toothbrush1,2499678.0,1533201.0,door,0.0,0.0,False,False
113,P02,B,ambig,B7,start,toothbrush2,0.0,133291.0,toothbrush1,566607.0,233324.0,door,0.0,0.0,False,False
114,P02,B,ambig,B8,500ms,tree2,399914.0,300103.0,tree1,0.0,0.0,pencil,0.0,0.0,,
115,P02,B,ambig,B8,elmo,tree2,4965573.0,3299774.0,tree1,0.0,233205.0,pencil,0.0,0.0,,
116,P02,B,ambig,B8,peppa,tree2,2766722.0,1266529.0,tree1,4032972.0,2733073.0,pencil,0.0,0.0,,
117,P02,B,ambig,B8,start,tree2,1833080.0,1233288.0,tree1,666921.0,666921.0,pencil,0.0,166654.0,,
118,P02,B,control,B9,500ms,bike2,400157.0,433479.0,bird1,0.0,0.0,candle,0.0,0.0,,
119,P02,B,control,B9,elmo,bike2,3899342.0,2766183.0,bird1,0.0,0.0,candle,633742.0,399956.0,,
120,P02,B,control,B9,peppa,bike2,966765.0,600015.0,bird1,1066680.0,1566610.0,candle,0.0,0.0,,
121,P02,B,control,B9,start,bike2,2233036.0,1399878.0,bird1,0.0,133354.0,candle,266668.0,533240.0,,
122,P03,C,ambig,C1,500ms,bike1,0.0,0.0,bike2,233449.0,366771.0,candle,0.0,0.0,False,False
123,P03,C,ambig,C1,elmo,bike1,2799124.0,2832469.0,bike2,1966453.0,2133103.0,candle,566548.0,566548.0,False,False
124,P03,C,ambig,C1,peppa,bike1,999883.0,966545.0,bike2,1199821.0,1666513.0,candle,0.0,0.0,False,False
125,P03,C,ambig,C1,start,bike1,1333039.0,1299293.0,bike2,966473.0,966473.0,candle,1466395.0,1466395.0,False,False
126,P03,C,control,C10,500ms,flower1,0.0,0.0,cup2,0.0,0.0,cane,0.0,0.0,False,False
127,P03,C,control,C10,elmo,flower1,2666400.0,2633046.0,cup2,433295.0,466616.0,cane,0.0,566587.0,False,False
128,P03,C,control,C10,peppa,flower1,0.0,0.0,cup2,2166462.0,2266426.0,cane,1066558.0,1099871.0,False,False
129,P03,C,control,C10,start,flower1,166645.0,199986.0,cup2,0.0,166696.0,cane,2499652.0,2399626.0,False,False
130,P03,C,control,C11,500ms,cup1,166675.0,333186.0,clock2,0.0,0.0,cake,0.0,0.0,False,False
131,P03,C,control,C11,elmo,cup1,3166476.0,3133139.0,clock2,0.0,0.0,cake,333220.0,333220.0,False,False
132,P03,C,control,C11,peppa,cup1,0.0,0.0,clock2,2099796.0,2299780.0,cake,233303.0,233303.0,False,False
133,P03,C,control,C11,start,cup1,166646.0,166646.0,clock2,1433181.0,1333182.0,cake,1966373.0,1966378.0,False,False
134,P03,C,control,C12,elmo,clock1,2732918.0,2699609.0,shoe2,1066655.0,1066626.0,dress,466615.0,466615.0,True,False
135,P03,C,control,C12,peppa,clock1,299985.0,333318.0,shoe2,3266326.0,3466380.0,dress,0.0,0.0,True,False
136,P03,C,control,C12,start,clock1,533269.0,533269.0,shoe2,1966453.0,1966364.0,dress,899909.0,899909.0,True,False
137,P03,C,control,C13,500ms,shoe1,433242.0,433242.0,spoon2,0.0,0.0,paintbrush,0.0,0.0,False,False
138,P03,C,control,C13,elmo,shoe1,3532994.0,3566296.0,spoon2,0.0,0.0,paintbrush,0.0,0.0,False,False
139,P03,C,control,C13,peppa,shoe1,966631.0,966631.0,spoon2,1633190.0,2199824.0,paintbrush,0.0,0.0,False,False
140,P03,C,control,C13,start,shoe1,666530.0,766506.0,spoon2,266659.0,633328.0,paintbrush,733235.0,666590.0,False,False
141,P03,C,control,C14,500ms,spoon1,0.0,0.0,toothbrush2,0.0,0.0,comb,0.0,199988.0,False,False
142,P03,C,control,C14,elmo,spoon1,999754.0,3499620.0,toothbrush2,166262.0,166262.0,comb,399765.0,933384.0,False,False
143,P03,C,control,C14,peppa,spoon1,0.0,0.0,toothbrush2,699773.0,2766347.0,comb,99901.0,533114.0,False,False
144,P03,C,control,C14,start,spoon1,166808.0,1466210.0,toothbrush2,0.0,966837.0,comb,333468.0,1133269.0,False,False
145,P03,C,control,C15,elmo,toothbrush1,3066442.0,3033132.0,tree2,600032.0,533278.0,door,0.0,0.0,False,False
146,P03,C,control,C15,peppa,toothbrush1,266635.0,266635.0,tree2,1633249.0,1666542.0,door,433359.0,199986.0,False,False
147,P03,C,control,C15,start,toothbrush1,399944.0,499933.0,tree2,366620.0,399972.0,door,633231.0,766551.0,False,False
148,P03,C,control,C16,500ms,tree1,166637.0,133338.0,fish2,0.0,0.0,pencil,0.0,0.0,False,False
149,P03,C,control,C16,elmo,tree1,2566350.0,2833005.0,fish2,0.0,0.0,pencil,166641.0,133311.0,False,False
150,P03,C,control,C16,peppa,tree1,599944.0,599944.0,fish2,1766492.0,1766492.0,pencil,633228.0,899838.0,False,False
151,P03,C,control,C16,start,tree1,1066546.0,1066546.0,fish2,1199901.0,1233235.0,pencil,1099901.0,1099901.0,False,False
152,P03,C,ambig,C2,elmo,bird1,1433157.0,1666354.0,bird2,1566233.0,1666463.0,playground,466560.0,466560.0,False,False
153,P03,C,ambig,C2,peppa,bird1,133334.0,533346.0,bird2,1199873.0,1799825.0,playground,0.0,0.0,False,False
154,P03,C,ambig,C2,start,bird1,766563.0,766563.0,bird2,766550.0,766550.0,playground,2233129.0,2233129.0,False,False
155,P03,C,ambig,C3,500ms,book1,0.0,133234.0,book2,0.0,0.0,apple,0.0,0.0,False,False
156,P03,C,ambig,C3,elmo,book1,566661.0,1799858.0,book2,567085.0,1099862.0,apple,0.0,0.0,False,False
157,P03,C,ambig,C3,peppa,book1,0.0,133262.0,book2,0.0,2832750.0,apple,166599.0,900026.0,False,False
158,P03,C,ambig,C3,start,book1,133314.0,133314.0,book2,0.0,0.0,apple,1333251.0,3332863.0,False,False
159,P03,C,ambig,C4,500ms,bus1,233473.0,233473.0,bus2,200000.0,200000.0,flashlight,0.0,0.0,False,False
160,P03,C,ambig,C4,elmo,bus1,2599826.0,2533101.0,bus2,899929.0,899929.0,flashlight,833331.0,833331.0,False,False
161,P03,C,ambig,C4,peppa,bus1,266602.0,266602.0,bus2,2233368.0,2766602.0,flashlight,199988.0,199988.0,False,False
162,P03,C,ambig,C4,start,bus1,766594.0,666612.0,bus2,466544.0,466544.0,flashlight,266649.0,266649.0,False,False
163,P03,C,ambig,C5,500ms,car1,433267.0,433267.0,car2,0.0,0.0,dolphin,0.0,0.0,False,False
164,P03,C,ambig,C5,elmo,car1,3399686.0,3366389.0,car2,466601.0,233296.0,dolphin,0.0,0.0,False,False
165,P03,C,ambig,C5,peppa,car1,1499889.0,1499948.0,car2,2699577.0,2632589.0,dolphin,0.0,0.0,False,False
166,P03,C,ambig,C5,start,car1,933207.0,966540.0,car2,533192.0,533192.0,dolphin,999943.0,1033268.0,False,False
167,P03,C,ambig,C6,elmo,cat1,1666622.0,2366484.0,cat2,466637.0,699893.0,hairbrush,0.0,0.0,False,False
168,P03,C,ambig,C6,peppa,cat1,0.0,0.0,cat2,733361.0,900013.0,hairbrush,0.0,0.0,False,False
169,P03,C,ambig,C6,start,cat1,333275.0,333275.0,cat2,333296.0,666688.0,hairbrush,1799025.0,1865692.0,False,False
170,P03,C,ambig,C7,elmo,chair1,2066508.0,1966488.0,chair2,433302.0,433302.0,kangaroo,766051.0,632786.0,False,False
171,P03,C,ambig,C7,peppa,chair1,733250.0,733247.0,chair2,2766261.0,2766327.0,kangaroo,0.0,0.0,False,False
172,P03,C,ambig,C7,start,chair1,966532.0,999886.0,chair2,533175.0,366526.0,kangaroo,633301.0,500001.0,False,False
173,P03,C,ambig,C8,500ms,dog1,0.0,0.0,dog2,0.0,0.0,rainbow,466457.0,466457.0,False,False
174,P03,C,ambig,C8,elmo,dog1,1865978.0,1765979.0,dog2,633279.0,633279.0,rainbow,599945.0,599945.0,False,False
175,P03,C,ambig,C8,peppa,dog1,799762.0,1033238.0,dog2,1166563.0,1433206.0,rainbow,133303.0,133303.0,False,False
176,P03,C,ambig,C8,start,dog1,1766358.0,1766320.0,dog2,1466498.0,1466498.0,rainbow,366623.0,366623.0,False,False
177,P03,C,control,C9,500ms,fish1,433384.0,466778.0,flower2,0.0,0.0,playdoh,0.0,0.0,False,False
178,P03,C,control,C9,elmo,fish1,3366445.0,3066382.0,flower2,99982.0,0.0,playdoh,0.0,0.0,False,False
179,P03,C,control,C9,peppa,fish1,331621.0,364968.0,flower2,1133411.0,1366607.0,playdoh,1466632.0,1166488.0,False,False
180,P03,C,control,C9,start,fish1,533295.0,633460.0,flower2,699955.0,699955.0,playdoh,2233134.0,2466509.0,False,False
181,P04,D,ambig,D1,500ms,bike2,99981.0,0.0,bike1,0.0,0.0,candle,266672.0,133321.0,True,True
182,P04,D,ambig,D1,elmo,bike2,2833083.0,2766491.0,bike1,1433611.0,1466741.0,candle,233287.0,0.0,True,True
183,P04,D,ambig,D1,peppa,bike2,133409.0,133409.0,bike1,4166364.0,4466110.0,candle,133310.0,0.0,True,True
184,P04,D,ambig,D1,start,bike2,500069.0,333409.0,bike1,766635.0,766635.0,candle,1366566.0,1099844.0,True,True
185,P04,D,control,D10,500ms,flower2,266507.0,299890.0,cup1,0.0,0.0,cane,0.0,0.0,False,False
186,P04,D,control,D10,elmo,flower2,2199790.0,2266538.0,cup1,166658.0,199972.0,cane,199924.0,233158.0,False,False
187,P04,D,control,D10,peppa,flower2,199944.0,233335.0,cup1,2733121.0,2766453.0,cane,866617.0,833361.0,False,False
188,P04,D,control,D10,start,flower2,1266448.0,1199788.0,cup1,200127.0,200127.0,cane,666503.0,499867.0,False,False
189,P04,D,control,D11,500ms,cup2,0.0,0.0,clock1,0.0,0.0,cake,400046.0,400046.0,False,False
190,P04,D,control,D11,elmo,cup2,2366432.0,1733221.0,clock1,1166552.0,1199899.0,cake,899803.0,899842.0,False,False
191,P04,D,control,D11,peppa,cup2,0.0,0.0,clock1,4366279.0,4399575.0,cake,899908.0,866931.0,False,False
192,P04,D,control,D11,start,cup2,233462.0,233462.0,clock1,866592.0,866592.0,cake,2366623.0,2333122.0,False,False
193,P04,D,control,D12,500ms,clock2,233266.0,133281.0,shoe1,166683.0,166683.0,dress,0.0,0.0,False,False
194,P04,D,control,D12,elmo,clock2,8032661.0,5232925.0,shoe1,0.0,0.0,dress,0.0,0.0,False,False
195,P04,D,control,D12,peppa,clock2,933252.0,199984.0,shoe1,2433297.0,2399982.0,dress,533296.0,533296.0,False,False
196,P04,D,control,D12,start,clock2,566715.0,133343.0,shoe1,333286.0,333286.0,dress,1333212.0,1433246.0,False,False
197,P04,D,control,D13,500ms,shoe2,199981.0,199981.0,spoon1,0.0,0.0,paintbrush,199898.0,199898.0,False,False
198,P04,D,control,D13,elmo,shoe2,4432749.0,4399227.0,spoon1,533237.0,199989.0,paintbrush,399986.0,433356.0,False,False
199,P04,D,control,D13,peppa,shoe2,333255.0,333255.0,spoon1,2799833.0,2499788.0,paintbrush,1066153.0,1066153.0,False,False
200,P04,D,control,D13,start,shoe2,933169.0,866567.0,spoon1,333304.0,233299.0,paintbrush,1334232.0,1399774.0,False,False
201,P04,D,control,D14,500ms,spoon2,299969.0,299969.0,toothbrush1,0.0,0.0,comb,0.0,0.0,False,False
202,P04,D,control,D14,elmo,spoon2,3932889.0,4032931.0,toothbrush1,0.0,0.0,comb,633331.0,666646.0,False,False
203,P04,D,control,D14,peppa,spoon2,0.0,1366552.0,toothbrush1,4199594.0,2333099.0,comb,166600.0,166600.0,False,False
204,P04,D,control,D14,start,spoon2,433161.0,466658.0,toothbrush1,433281.0,466620.0,comb,1099900.0,1033231.0,False,False
205,P04,D,control,D15,500ms,toothbrush2,466748.0,466748.0,tree1,0.0,0.0,door,0.0,0.0,False,False
206,P04,D,control,D15,elmo,toothbrush2,3766456.0,3799749.0,tree1,0.0,0.0,door,333352.0,133275.0,False,False
207,P04,D,control,D15,peppa,toothbrush2,133175.0,133175.0,tree1,3766506.0,3700109.0,door,533306.0,500100.0,False,False
208,P04,D,control,D15,start,toothbrush2,433275.0,433275.0,tree1,499849.0,466547.0,door,1766625.0,1866651.0,False,False
209,P04,D,control,D16,500ms,tree2,99895.0,99895.0,fish1,299993.0,299993.0,pencil,0.0,0.0,False,False
210,P04,D,control,D16,elmo,tree2,4599730.0,4566386.0,fish1,199924.0,199924.0,pencil,0.0,0.0,False,False
211,P04,D,control,D16,peppa,tree2,0.0,0.0,fish1,4132832.0,4132874.0,pencil,0.0,0.0,False,False
212,P04,D,control,D16,start,tree2,533280.0,566620.0,fish1,1633180.0,2033113.0,pencil,566621.0,566621.0,False,False
213,P04,D,ambig,D2,500ms,bird2,433149.0,466509.0,bird1,0.0,0.0,playground,0.0,0.0,True,False
214,P04,D,ambig,D2,elmo,bird2,3832928.0,4266205.0,bird1,599890.0,599975.0,playground,5333111.0,4966415.0,True,False
215,P04,D,ambig,D2,peppa,bird2,2032446.0,1432761.0,bird1,6266576.0,6199417.0,playground,1799898.0,1699951.0,True,False
216,P04,D,ambig,D2,start,bird2,1199723.0,1333023.0,bird1,300016.0,299991.0,playground,899997.0,866693.0,True,False
217,P04,D,ambig,D3,500ms,book2,366620.0,366620.0,book1,0.0,0.0,apple,0.0,0.0,True,True
218,P04,D,ambig,D3,elmo,book2,2966332.0,3032851.0,book1,899842.0,933299.0,apple,366715.0,366715.0,True,True
219,P04,D,ambig,D3,peppa,book2,232715.0,232715.0,book1,2266452.0,2266419.0,apple,1133205.0,1099877.0,True,True
220,P04,D,ambig,D3,start,book2,0.0,0.0,book1,499890.0,499958.0,apple,2966557.0,2866317.0,True,True
