participant,TrialID,PresentationID,List,condition,phase,target_filename,foil_filename,distractor_filename,informative_target,informative_foil,target_to_foil,target_to_distractor,target_to_White Space,foil_to_target,foil_to_distractor,foil_to_White Space,distractor_to_target,distractor_to_foil,distractor_to_White Space,White Space_to_target,White Space_to_foil,White Space_to_distractor
P34,B2,16,B,ambig,peppa,flower2,flower1,cane,0,0,1,0,0,0,1,0,1,0,0,0,0,0
P11,C7,1,C,ambig,start,chair1,chair2,kangaroo,None,None,0,0,0,0,1,0,0,0,0,0,0,0
P11,C7,1,C,ambig,elmo,chair1,chair2,kangaroo,None,None,0,2,0,0,0,0,2,0,0,0,0,0
P11,C7,1,C,ambig,500ms,chair1,chair2,kangaroo,None,None,0,0,0,0,0,0,0,0,0,0,0,0
P11,C7,1,C,ambig,peppa,chair1,chair2,kangaroo,None,None,1,1,0,1,1,0,0,2,0,0,0,0
P11,C12,2,C,control,start,clock1,shoe2,dress,None,0,0,1,0,1,0,1,0,1,0,0,1,0
P11,C12,2,C,control,elmo,clock1,shoe2,dress,None,0,0,1,0,2,0,0,0,1,0,0,0,0
P11,C12,2,C,control,500ms,clock1,shoe2,dress,None,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C12,2,C,control,peppa,clock1,shoe2,dress,None,0,0,1,0,1,0,0,0,1,0,0,0,0
P11,C15,3,C,control,start,toothbrush1,tree2,door,0,0,0,1,0,1,0,0,0,1,0,0,0,0
P11,C15,3,C,control,elmo,toothbrush1,tree2,door,0,0,0,1,0,0,0,0,0,1,0,0,0,0
P11,C15,3,C,control,500ms,toothbrush1,tree2,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C15,3,C,control,peppa,toothbrush1,tree2,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C3,4,C,ambig,start,book1,book2,apple,0,0,1,0,0,0,1,0,1,1,0,0,0,0
P11,C3,4,C,ambig,elmo,book1,book2,apple,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P11,C3,4,C,ambig,500ms,book1,book2,apple,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P11,C3,4,C,ambig,peppa,book1,book2,apple,0,0,1,1,0,1,0,0,0,1,0,0,0,0
P11,C6,5,C,ambig,start,cat1,cat2,brush,1,0,1,0,0,1,0,0,0,0,0,0,0,0
P11,C6,5,C,ambig,elmo,cat1,cat2,brush,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C6,5,C,ambig,500ms,cat1,cat2,brush,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C6,5,C,ambig,peppa,cat1,cat2,brush,1,0,1,0,0,1,0,0,0,0,0,0,0,0
P11,C1,6,C,ambig,start,bike1,bike2,candle,0,0,1,0,0,1,1,0,0,1,0,0,0,0
P11,C1,6,C,ambig,elmo,bike1,bike2,candle,0,0,2,1,0,1,0,0,1,0,0,0,0,0
P11,C1,6,C,ambig,500ms,bike1,bike2,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C1,6,C,ambig,peppa,bike1,bike2,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C9,7,C,control,start,fish1,flower2,playdoh,0,0,1,1,0,2,0,0,0,1,0,0,0,0
P11,C9,7,C,control,elmo,fish1,flower2,playdoh,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P11,C9,7,C,control,500ms,fish1,flower2,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C9,7,C,control,peppa,fish1,flower2,playdoh,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P11,C14,8,C,control,start,spoon1,toothbrush2,comb,0,0,0,1,0,1,0,0,0,2,0,0,0,0
P11,C14,8,C,control,elmo,spoon1,toothbrush2,comb,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P11,C14,8,C,control,500ms,spoon1,toothbrush2,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C14,8,C,control,peppa,spoon1,toothbrush2,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C2,9,C,ambig,start,bird1,bird2,playground,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P11,C2,9,C,ambig,elmo,bird1,bird2,playground,0,0,1,0,0,1,0,0,1,0,0,0,0,0
P11,C2,9,C,ambig,500ms,bird1,bird2,playground,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C2,9,C,ambig,peppa,bird1,bird2,playground,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P11,C5,10,C,ambig,start,car1,car2,dolphin,1,1,0,1,0,0,1,0,0,1,0,0,0,0
P11,C5,10,C,ambig,elmo,car1,car2,dolphin,1,1,0,0,0,0,0,0,1,0,0,0,0,0
P11,C5,10,C,ambig,500ms,car1,car2,dolphin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P11,C5,10,C,ambig,peppa,car1,car2,dolphin,1,1,1,0,0,1,0,0,0,0,0,0,0,0
P11,C13,11,C,control,start,shoe1,spoon2,paintbrush,0,0,0,1,0,1,1,0,0,2,0,0,0,0
P11,C13,11,C,control,elmo,shoe1,spoon2,paintbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C13,11,C,control,500ms,shoe1,spoon2,paintbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C13,11,C,control,peppa,shoe1,spoon2,paintbrush,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P11,C10,12,C,control,start,flower1,cup2,cane,0,1,1,0,1,1,0,1,0,0,0,1,0,0
P11,C10,12,C,control,elmo,flower1,cup2,cane,0,1,0,0,0,0,0,0,0,0,0,1,0,0
P11,C10,12,C,control,500ms,flower1,cup2,cane,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P11,C10,12,C,control,peppa,flower1,cup2,cane,0,1,2,0,0,1,0,0,0,0,0,0,0,0
P11,C16,13,C,control,start,tree1,fish2,pencil,0,1,0,0,0,0,1,0,1,0,0,0,1,0
P11,C16,13,C,control,elmo,tree1,fish2,pencil,0,1,3,0,0,3,0,0,0,0,0,0,0,0
P11,C16,13,C,control,500ms,tree1,fish2,pencil,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P11,C16,13,C,control,peppa,tree1,fish2,pencil,0,1,0,0,0,0,0,1,0,0,0,0,1,0
P11,C11,14,C,control,start,cup1,clock2,cake,0,0,0,0,0,0,1,0,0,0,1,0,1,1
P11,C11,14,C,control,elmo,cup1,clock2,cake,0,0,0,1,0,0,0,0,2,0,0,0,0,0
P11,C11,14,C,control,500ms,cup1,clock2,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C11,14,C,control,peppa,cup1,clock2,cake,0,0,0,1,0,1,4,1,0,4,1,0,1,1
P11,C4,15,C,ambig,start,bus1,bus2,torch,0,0,0,2,0,0,1,0,2,0,0,0,0,0
P11,C4,15,C,ambig,elmo,bus1,bus2,torch,0,0,1,0,0,0,0,0,1,0,0,0,0,0
P11,C4,15,C,ambig,500ms,bus1,bus2,torch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C4,15,C,ambig,peppa,bus1,bus2,torch,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P11,C8,16,C,ambig,start,dog1,dog2,rainbow,0,0,1,0,0,1,1,0,0,1,0,0,0,0
P11,C8,16,C,ambig,elmo,dog1,dog2,rainbow,0,0,0,0,1,2,0,0,0,0,0,0,1,0
P11,C8,16,C,ambig,500ms,dog1,dog2,rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,C8,16,C,ambig,peppa,dog1,dog2,rainbow,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P16,D5,1,D,ambig,start,car2,car1,dolphin,0,0,1,0,0,1,0,0,1,0,0,0,0,0
P16,D5,1,D,ambig,elmo,car2,car1,dolphin,0,0,0,0,2,0,0,0,0,0,0,1,0,0
P16,D5,1,D,ambig,500ms,car2,car1,dolphin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D5,1,D,ambig,peppa,car2,car1,dolphin,0,0,1,1,0,1,0,0,0,0,0,0,0,0
P16,D4,2,D,ambig,start,bus2,bus1,torch,0,0,0,0,0,0,0,1,0,1,0,0,0,1
P16,D4,2,D,ambig,elmo,bus2,bus1,torch,0,0,2,0,0,2,0,0,0,0,0,0,0,0
P16,D4,2,D,ambig,500ms,bus2,bus1,torch,0,0,0,0,0,0,0,1,0,0,0,1,0,0
P16,D4,2,D,ambig,peppa,bus2,bus1,torch,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P16,D11,3,D,control,start,cup2,clock1,cake,0,0,0,2,0,2,0,0,0,2,0,0,0,0
P16,D11,3,D,control,elmo,cup2,clock1,cake,0,0,0,2,0,2,0,0,0,1,1,0,1,0
P16,D11,3,D,control,500ms,cup2,clock1,cake,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P16,D11,3,D,control,peppa,cup2,clock1,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D6,4,D,ambig,start,cat2,cat1,brush,0,0,1,1,0,0,1,1,2,0,2,1,1,2
P16,D6,4,D,ambig,elmo,cat2,cat1,brush,0,0,2,0,2,2,0,0,0,0,0,2,0,0
P16,D6,4,D,ambig,500ms,cat2,cat1,brush,0,0,0,1,0,0,0,0,1,0,0,0,0,0
P16,D6,4,D,ambig,peppa,cat2,cat1,brush,0,0,1,0,1,1,0,1,0,0,0,0,1,0
P16,D13,5,D,control,start,shoe2,spoon1,paintbrush,0,0,0,1,1,0,0,0,1,0,0,0,0,1
P16,D13,5,D,control,elmo,shoe2,spoon1,paintbrush,0,0,0,0,1,0,0,0,1,0,0,1,0,0
P16,D13,5,D,control,500ms,shoe2,spoon1,paintbrush,0,0,0,0,1,0,0,0,0,0,0,0,1,0
P16,D13,5,D,control,peppa,shoe2,spoon1,paintbrush,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P16,D15,6,D,control,start,toothbrush2,tree1,door,0,0,1,2,0,0,0,1,1,0,1,1,0,0
P16,D15,6,D,control,elmo,toothbrush2,tree1,door,0,0,0,0,1,0,0,0,1,0,0,1,0,1
P16,D15,6,D,control,500ms,toothbrush2,tree1,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D15,6,D,control,peppa,toothbrush2,tree1,door,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P16,D10,7,D,control,start,flower2,cup1,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D10,7,D,control,elmo,flower2,cup1,cane,0,0,0,1,0,0,0,1,0,0,0,1,0,0
P16,D10,7,D,control,500ms,flower2,cup1,cane,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P16,D10,7,D,control,peppa,flower2,cup1,cane,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P16,D1,8,D,ambig,start,bike2,bike1,torch,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P16,D1,8,D,ambig,elmo,bike2,bike1,torch,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P16,D1,8,D,ambig,500ms,bike2,bike1,torch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D1,8,D,ambig,peppa,bike2,bike1,torch,0,0,2,0,0,2,0,0,0,0,0,0,0,0
P16,D12,9,D,control,start,clock2,shoe1,dress,0,0,1,0,0,1,1,1,1,0,0,0,2,0
P16,D12,9,D,control,elmo,clock2,shoe1,dress,0,0,1,1,0,1,0,0,0,0,0,0,0,0
P16,D12,9,D,control,500ms,clock2,shoe1,dress,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P16,D12,9,D,control,peppa,clock2,shoe1,dress,0,0,1,0,0,0,0,2,1,0,0,0,0,1
P16,D14,10,D,control,start,spoon2,toothbrush1,comb,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P16,D14,10,D,control,elmo,spoon2,toothbrush1,comb,0,0,1,0,1,0,1,0,1,0,0,1,0,0
P16,D14,10,D,control,500ms,spoon2,toothbrush1,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D14,10,D,control,peppa,spoon2,toothbrush1,comb,0,0,2,0,0,3,1,0,0,1,0,0,0,0
P16,D9,11,D,control,start,fish2,flower1,playdoh,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P16,D9,11,D,control,elmo,fish2,flower1,playdoh,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P16,D9,11,D,control,500ms,fish2,flower1,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D9,11,D,control,peppa,fish2,flower1,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D7,12,D,ambig,start,chair2,chair1,kangaroo,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P16,D7,12,D,ambig,elmo,chair2,chair1,kangaroo,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P16,D7,12,D,ambig,500ms,chair2,chair1,kangaroo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D7,12,D,ambig,peppa,chair2,chair1,kangaroo,0,0,0,0,1,0,0,1,0,0,0,0,1,0
P16,D2,13,D,ambig,start,bird2,bird1,playground,0,0,0,0,1,0,0,0,1,0,0,1,0,0
P16,D2,13,D,ambig,elmo,bird2,bird1,playground,0,0,0,1,1,0,0,0,0,0,0,1,0,0
P16,D2,13,D,ambig,500ms,bird2,bird1,playground,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P16,D2,13,D,ambig,peppa,bird2,bird1,playground,0,0,3,0,0,3,0,0,0,0,0,0,0,0
P16,D16,14,D,control,start,tree2,fish1,pencil,0,0,1,0,1,1,2,0,0,1,0,0,1,0
P16,D16,14,D,control,elmo,tree2,fish1,pencil,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D16,14,D,control,500ms,tree2,fish1,pencil,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D16,14,D,control,peppa,tree2,fish1,pencil,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,D3,15,D,ambig,start,book2,book1,apple,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P16,D3,15,D,ambig,elmo,book2,book1,apple,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P16,D3,15,D,ambig,500ms,book2,book1,apple,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P16,D3,15,D,ambig,peppa,book2,book1,apple,0,0,1,0,0,1,0,0,0,0,0,1,0,0
P16,D8,16,D,ambig,start,dog2,dog1,ainbow,1,1,1,0,0,1,0,0,0,0,0,0,0,0
P16,D8,16,D,ambig,elmo,dog2,dog1,ainbow,1,1,2,0,0,2,0,0,0,0,0,0,0,0
P16,D8,16,D,ambig,500ms,dog2,dog1,ainbow,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P16,D8,16,D,ambig,peppa,dog2,dog1,ainbow,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P39,B2,1,B,ambig,start,flower2,flower1,cane,0,0,1,1,0,0,2,0,2,0,0,0,0,0
P39,B2,1,B,ambig,elmo,flower2,flower1,cane,0,0,1,1,0,1,0,0,1,0,0,0,0,0
P39,B2,1,B,ambig,500ms,flower2,flower1,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B2,1,B,ambig,peppa,flower2,flower1,cane,0,0,0,0,0,1,1,0,0,2,0,0,0,0
P39,B1,2,B,ambig,start,fish2,fish1,playdoh,1,1,1,0,0,1,1,0,1,1,0,0,0,0
P39,B1,2,B,ambig,elmo,fish2,fish1,playdoh,1,1,2,0,0,1,0,0,0,0,0,0,0,0
P39,B1,2,B,ambig,500ms,fish2,fish1,playdoh,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P39,B1,2,B,ambig,peppa,fish2,fish1,playdoh,1,1,1,0,1,2,0,1,0,0,0,0,2,0
P39,B14,3,B,control,start,cat2,chair1,hairbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B14,3,B,control,elmo,cat2,chair1,hairbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B14,3,B,control,500ms,cat2,chair1,hairbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B14,3,B,control,peppa,cat2,chair1,hairbrush,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P39,B12,4,B,control,start,bus2,car1,flashlight,0,0,1,1,0,1,1,0,1,0,0,0,0,0
P39,B12,4,B,control,elmo,bus2,car1,flashlight,0,0,1,1,0,1,0,0,1,0,0,0,0,0
P39,B12,4,B,control,500ms,bus2,car1,flashlight,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B12,4,B,control,peppa,bus2,car1,flashlight,0,0,1,0,0,0,0,0,1,0,0,0,0,0
P39,B10,5,B,control,start,bird2,book1,playground,0,0,1,0,1,0,1,0,1,0,0,0,0,1
P39,B10,5,B,control,elmo,bird2,book1,playground,0,0,1,0,0,1,0,0,1,0,0,0,0,0
P39,B10,5,B,control,500ms,bird2,book1,playground,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B10,5,B,control,peppa,bird2,book1,playground,0,0,1,0,0,1,1,0,0,1,0,0,0,0
P39,B15,6,B,control,start,chair2,dog1,kangaroo,0,0,1,0,0,0,2,0,0,1,0,0,0,0
P39,B15,6,B,control,elmo,chair2,dog1,kangaroo,0,0,1,1,0,0,1,0,3,0,0,0,0,0
P39,B15,6,B,control,500ms,chair2,dog1,kangaroo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B15,6,B,control,peppa,chair2,dog1,kangaroo,0,0,1,0,0,0,2,0,0,1,0,0,0,0
P39,B16,7,B,control,start,dog2,bike1,rainbow,1,1,0,1,0,1,0,0,0,2,0,0,0,0
P39,B16,7,B,control,elmo,dog2,bike1,rainbow,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P39,B16,7,B,control,500ms,dog2,bike1,rainbow,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P39,B16,7,B,control,peppa,dog2,bike1,rainbow,1,1,2,0,0,1,1,0,0,0,0,0,0,0
P39,B11,8,B,control,start,book2,bus1,apple,0,0,0,1,0,1,0,0,0,2,0,0,0,0
P39,B11,8,B,control,elmo,book2,bus1,apple,0,0,0,1,0,1,0,0,1,0,0,0,0,0
P39,B11,8,B,control,500ms,book2,bus1,apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B11,8,B,control,peppa,book2,bus1,apple,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P39,B4,9,B,ambig,start,cup2,cup1,dress,0,0,1,0,0,1,0,0,0,0,0,0,1,0
P39,B4,9,B,ambig,elmo,cup2,cup1,dress,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P39,B4,9,B,ambig,500ms,cup2,cup1,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B4,9,B,ambig,peppa,cup2,cup1,dress,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P39,B3,10,B,ambig,start,clock2,clock1,cake,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P39,B3,10,B,ambig,elmo,clock2,clock1,cake,1,1,1,1,0,2,1,0,0,1,0,0,0,0
P39,B3,10,B,ambig,500ms,clock2,clock1,cake,1,1,0,0,0,0,0,0,1,0,0,0,0,0
P39,B3,10,B,ambig,peppa,clock2,clock1,cake,1,1,2,0,0,1,0,0,0,0,0,0,0,0
P39,B13,11,B,control,start,car2,cat1,dolphin,1,1,0,1,0,1,0,0,1,1,0,0,0,0
P39,B13,11,B,control,elmo,car2,cat1,dolphin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P39,B13,11,B,control,500ms,car2,cat1,dolphin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P39,B13,11,B,control,peppa,car2,cat1,dolphin,1,1,2,0,0,1,0,0,0,0,0,0,0,0
P39,B7,12,B,ambig,start,toothbrush2,toothbrush1,door,0,0,0,0,0,0,0,1,1,1,0,0,0,2
P39,B7,12,B,ambig,elmo,toothbrush2,toothbrush1,door,0,0,1,1,1,0,1,0,2,0,0,1,0,0
P39,B7,12,B,ambig,500ms,toothbrush2,toothbrush1,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B7,12,B,ambig,peppa,toothbrush2,toothbrush1,door,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P39,B6,13,B,ambig,start,spoon2,spoon1,comb,0,0,0,1,0,1,0,0,0,1,0,0,0,0
P39,B6,13,B,ambig,elmo,spoon2,spoon1,comb,0,0,1,0,0,1,1,0,1,0,0,0,0,0
P39,B6,13,B,ambig,500ms,spoon2,spoon1,comb,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P39,B6,13,B,ambig,peppa,spoon2,spoon1,comb,0,0,1,0,0,1,0,0,0,1,0,0,0,0
P39,B5,14,B,ambig,start,shoe2,shoe1,paintbrush,0,0,1,0,0,1,1,1,1,1,0,0,0,1
P39,B5,14,B,ambig,elmo,shoe2,shoe1,paintbrush,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P39,B5,14,B,ambig,500ms,shoe2,shoe1,paintbrush,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P39,B5,14,B,ambig,peppa,shoe2,shoe1,paintbrush,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P39,B9,15,B,control,start,bike2,bird1,candle,0,0,0,1,0,0,1,0,0,1,0,0,0,0
P39,B9,15,B,control,elmo,bike2,bird1,candle,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P39,B9,15,B,control,500ms,bike2,bird1,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P39,B9,15,B,control,peppa,bike2,bird1,candle,0,0,2,0,0,1,1,0,0,1,0,0,0,0
P39,B8,16,B,ambig,start,tree2,flower1,pencil,0,0,0,1,0,1,0,0,0,1,1,1,0,1
P39,B8,16,B,ambig,elmo,tree2,flower1,pencil,0,0,1,1,0,1,0,0,0,0,0,0,0,0
P39,B8,16,B,ambig,500ms,tree2,flower1,pencil,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P39,B8,16,B,ambig,peppa,tree2,flower1,pencil,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P15,C15,1,C,control,start,toothbrush1,tree2,door,0,0,0,0,1,0,1,0,2,0,0,0,1,0
P15,C15,1,C,control,elmo,toothbrush1,tree2,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C15,1,C,control,500ms,toothbrush1,tree2,door,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C15,1,C,control,peppa,toothbrush1,tree2,door,0,0,1,0,0,0,1,0,0,0,0,0,0,0
P15,C11,2,C,control,start,cup1,clock2,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C11,2,C,control,elmo,cup1,clock2,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C11,2,C,control,500ms,cup1,clock2,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C11,2,C,control,peppa,cup1,clock2,cake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C6,3,C,ambig,start,cat1,cat2,brush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C6,3,C,ambig,elmo,cat1,cat2,brush,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P15,C6,3,C,ambig,500ms,cat1,cat2,brush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C6,3,C,ambig,peppa,cat1,cat2,brush,0,0,1,0,0,0,1,0,0,1,0,0,0,0
P15,C13,4,C,control,start,shoe1,spoon2,paintbrush,0,0,2,0,0,0,2,0,1,0,0,0,0,0
P15,C13,4,C,control,elmo,shoe1,spoon2,paintbrush,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P15,C13,4,C,control,500ms,shoe1,spoon2,paintbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C13,4,C,control,peppa,shoe1,spoon2,paintbrush,0,0,2,0,0,2,0,0,0,0,0,0,0,0
P15,C7,5,C,ambig,start,chair1,chair2,kangaroo,0,0,0,0,0,0,0,0,0,1,0,0,0,1
P15,C7,5,C,ambig,elmo,chair1,chair2,kangaroo,0,0,1,0,0,1,1,0,1,0,0,0,0,0
P15,C7,5,C,ambig,500ms,chair1,chair2,kangaroo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C7,5,C,ambig,peppa,chair1,chair2,kangaroo,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P15,C3,6,C,ambig,start,book1,book2,apple,0,0,0,1,1,2,0,0,0,1,0,0,0,0
P15,C3,6,C,ambig,elmo,book1,book2,apple,0,0,1,0,2,0,0,0,1,0,0,2,0,1
P15,C3,6,C,ambig,500ms,book1,book2,apple,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P15,C3,6,C,ambig,peppa,book1,book2,apple,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P15,C10,7,C,control,start,flower1,cup2,cane,0,0,0,1,0,0,1,0,0,0,1,1,0,0
P15,C10,7,C,control,elmo,flower1,cup2,cane,0,0,0,2,0,0,0,0,1,0,1,1,0,0
P15,C10,7,C,control,500ms,flower1,cup2,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C10,7,C,control,peppa,flower1,cup2,cane,0,0,1,0,0,1,1,0,0,1,0,0,0,0
P15,C1,8,C,ambig,start,bike1,bike2,candle,0,0,2,1,0,1,0,0,1,0,0,0,0,0
P15,C1,8,C,ambig,elmo,bike1,bike2,candle,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P15,C1,8,C,ambig,500ms,bike1,bike2,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C1,8,C,ambig,peppa,bike1,bike2,candle,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P15,C5,9,C,ambig,start,car1,car2,dolphin,0,1,0,1,0,1,0,0,0,1,0,0,0,0
P15,C5,9,C,ambig,elmo,car1,car2,dolphin,0,1,1,0,0,1,0,0,0,0,0,0,0,0
P15,C5,9,C,ambig,500ms,car1,car2,dolphin,0,1,0,0,0,1,0,0,0,0,0,0,0,0
P15,C5,9,C,ambig,peppa,car1,car2,dolphin,0,1,1,0,0,0,0,1,0,0,0,0,0,0
P15,C9,10,C,control,start,fish1,flower2,playdoh,0,0,2,0,0,2,1,0,0,1,0,0,0,0
P15,C9,10,C,control,elmo,fish1,flower2,playdoh,0,0,2,0,0,1,1,0,1,0,0,0,0,0
P15,C9,10,C,control,500ms,fish1,flower2,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,C9,10,C,control,peppa,fish1,flower2,playdoh,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P15,C12,11,C,control,start,clock1,shoe2,dress,0,1,0,1,0,0,0,0,1,0,0,0,0,0
P15,C12,11,C,control,elmo,clock1,shoe2,dress,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P15,C12,11,C,control,500ms,clock1,shoe2,dress,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P15,C12,11,C,control,peppa,clock1,shoe2,dress,0,1,0,0,0,1,1,0,0,1,0,0,0,0
P15,C8,12,C,ambig,start,dog1,dog2,rainbow,1,1,1,1,0,0,1,0,1,1,0,1,0,0
P15,C8,12,C,ambig,elmo,dog1,dog2,rainbow,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P15,C8,12,C,ambig,500ms,dog1,dog2,rainbow,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P15,C8,12,C,ambig,peppa,dog1,dog2,rainbow,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P15,C2,13,C,ambig,start,bird1,bird2,playground,0,0,1,0,0,0,2,0,1,1,0,0,0,1
P15,C2,13,C,ambig,elmo,bird1,bird2,playground,0,0,1,1,0,1,0,0,1,1,0,0,0,0
P15,C2,13,C,ambig,500ms,bird1,bird2,playground,0,0,0,0,0,0,1,0,0,0,0,0,0,0
