participant,TrialID,PresentationID,List,condition,phase,target_filename,foil_filename,distractor_filename,informative_target,informative_foil,target_to_foil,target_to_distractor,target_to_White Space,foil_to_target,foil_to_distractor,foil_to_White Space,distractor_to_target,distractor_to_foil,distractor_to_White Space,White Space_to_target,White Space_to_foil,White Space_to_distractor
P13,A4,8,A,ambig,start,cup1,cup2,dress,1,1,1,1,0,1,1,0,1,1,0,0,0,0
P13,A4,8,A,ambig,elmo,cup1,cup2,dress,1,1,0,1,0,0,0,0,1,0,0,0,0,0
P13,A4,8,A,ambig,500ms,cup1,cup2,dress,1,1,0,0,0,0,0,0,1,0,0,0,0,0
P13,A4,8,A,ambig,peppa,cup1,cup2,dress,1,1,0,1,0,0,1,0,0,1,0,0,0,0
P13,A11,9,A,control,start,book2,bird1,playground,1,1,0,2,0,0,1,0,1,1,0,0,0,0
P13,A11,9,A,control,elmo,book2,bird1,playground,1,1,1,0,0,0,1,0,2,0,0,0,0,0
P13,A11,9,A,control,500ms,book2,bird1,playground,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P13,A11,9,A,control,peppa,book2,bird1,playground,1,1,1,1,0,0,1,0,1,0,0,0,0,0
P13,A9,10,A,control,start,bike1,bird2,candle,1,1,1,1,0,2,1,0,0,1,0,0,0,0
P13,A9,10,A,control,elmo,bike1,bird2,candle,1,1,0,0,0,1,0,0,0,1,0,0,0,0
P13,A9,10,A,control,500ms,bike1,bird2,candle,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P13,A9,10,A,control,peppa,bike1,bird2,candle,1,1,0,0,1,0,0,1,0,1,0,0,1,1
P13,A10,11,A,control,start,book1,bus2,apple,1,1,1,1,0,0,0,0,2,0,0,0,0,1
P13,A10,11,A,control,elmo,book1,bus2,apple,1,1,1,1,0,1,1,0,1,0,1,1,0,0
P13,A10,11,A,control,500ms,book1,bus2,apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P13,A10,11,A,control,peppa,book1,bus2,apple,1,1,1,0,0,0,1,0,0,1,0,0,0,0
P13,A2,12,A,ambig,start,flower2,flower1,cane,1,1,1,0,1,1,0,0,0,0,0,1,1,0
P13,A2,12,A,ambig,elmo,flower2,flower1,cane,1,1,1,0,0,2,0,0,0,0,0,0,0,0
P13,A2,12,A,ambig,500ms,flower2,flower1,cane,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P13,A2,12,A,ambig,peppa,flower2,flower1,cane,1,1,1,0,0,1,0,0,0,0,0,0,0,0
P13,A12,13,A,control,start,bus1,car2,flashlight,1,1,2,0,0,1,0,0,0,0,0,1,0,0
P13,A12,13,A,control,elmo,bus1,car2,flashlight,1,1,1,0,0,2,0,0,0,0,0,0,0,0
P13,A12,13,A,control,500ms,bus1,car2,flashlight,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P13,A12,13,A,control,peppa,bus1,car2,flashlight,1,1,1,0,0,0,1,1,1,0,0,0,1,0
P13,A15,14,A,control,start,chair1,dog2,kangaroo,1,0,0,0,0,0,1,0,1,0,0,0,1,0
P13,A15,14,A,control,elmo,chair1,dog2,kangaroo,1,0,0,1,0,0,0,0,1,0,0,0,0,0
P13,A15,14,A,control,500ms,chair1,dog2,kangaroo,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P13,A15,14,A,control,peppa,chair1,dog2,kangaroo,1,0,1,0,0,0,1,0,0,0,0,0,0,0
P13,A5,15,A,ambig,start,shoe1,shoe2,paintbrush,1,1,1,0,0,0,1,0,0,0,0,1,0,0
P13,A5,15,A,ambig,elmo,shoe1,shoe2,paintbrush,1,1,1,0,1,1,0,0,1,0,0,1,0,0
P13,A5,15,A,ambig,500ms,shoe1,shoe2,paintbrush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P13,A5,15,A,ambig,peppa,shoe1,shoe2,paintbrush,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P13,A13,16,A,control,start,car1,cat2,dolphin,1,0,0,0,1,1,0,0,0,1,0,1,0,0
P13,A13,16,A,control,elmo,car1,cat2,dolphin,1,0,0,1,1,1,0,0,1,0,0,0,1,0
P13,A13,16,A,control,500ms,car1,cat2,dolphin,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P13,A13,16,A,control,peppa,car1,cat2,dolphin,1,0,0,0,0,0,0,1,0,0,0,0,1,0
P14,D13,1,D,control,start,shoe2,spoon1,paintbrush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D13,1,D,control,elmo,shoe2,spoon1,paintbrush,1,1,0,0,1,1,0,0,0,0,0,0,1,0
P14,D13,1,D,control,500ms,shoe2,spoon1,paintbrush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D13,1,D,control,peppa,shoe2,spoon1,paintbrush,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P14,D4,2,D,ambig,start,bus2,bus1,torch,1,1,0,1,0,0,1,0,1,1,0,0,0,0
P14,D4,2,D,ambig,elmo,bus2,bus1,torch,1,1,1,1,0,0,0,0,1,0,0,0,0,0
P14,D4,2,D,ambig,500ms,bus2,bus1,torch,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P14,D4,2,D,ambig,peppa,bus2,bus1,torch,1,1,0,1,0,0,0,0,0,1,0,0,0,0
P14,D10,3,D,control,start,flower2,cup1,cane,1,1,0,1,0,1,1,0,0,1,0,0,0,0
P14,D10,3,D,control,elmo,flower2,cup1,cane,1,1,0,0,0,0,0,0,1,0,0,0,0,0
P14,D10,3,D,control,500ms,flower2,cup1,cane,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D10,3,D,control,peppa,flower2,cup1,cane,1,1,2,0,0,1,0,0,0,0,0,0,0,0
P14,D11,4,D,control,start,cup2,clock1,cake,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D11,4,D,control,elmo,cup2,clock1,cake,1,1,0,1,0,0,0,0,2,0,0,0,0,0
P14,D11,4,D,control,500ms,cup2,clock1,cake,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P14,D11,4,D,control,peppa,cup2,clock1,cake,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D6,5,D,ambig,start,cat2,cat1,brush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D6,5,D,ambig,elmo,cat2,cat1,brush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D6,5,D,ambig,500ms,cat2,cat1,brush,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D6,5,D,ambig,peppa,cat2,cat1,brush,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P14,D5,6,D,ambig,start,car2,car1,dolphin,1,1,0,1,0,1,0,0,0,1,0,0,0,0
P14,D5,6,D,ambig,elmo,car2,car1,dolphin,1,1,0,2,1,0,0,0,1,0,1,2,0,0
P14,D5,6,D,ambig,500ms,car2,car1,dolphin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D5,6,D,ambig,peppa,car2,car1,dolphin,1,1,2,0,0,1,0,0,1,0,0,0,0,0
P14,D2,7,D,ambig,start,bird2,bird1,playground,1,1,0,2,0,1,1,0,0,2,0,0,0,0
P14,D2,7,D,ambig,elmo,bird2,bird1,playground,1,1,0,1,0,0,0,0,1,1,0,0,0,0
P14,D2,7,D,ambig,500ms,bird2,bird1,playground,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P14,D2,7,D,ambig,peppa,bird2,bird1,playground,1,1,0,0,0,0,0,0,0,1,0,0,0,0
P14,D16,8,D,control,start,tree2,fish1,pencil,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P14,D16,8,D,control,elmo,tree2,fish1,pencil,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P14,D16,8,D,control,500ms,tree2,fish1,pencil,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D16,8,D,control,peppa,tree2,fish1,pencil,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D1,9,D,ambig,start,bike2,bike1,candle,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D1,9,D,ambig,elmo,bike2,bike1,candle,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P14,D1,9,D,ambig,500ms,bike2,bike1,candle,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P14,D1,9,D,ambig,peppa,bike2,bike1,candle,1,1,0,0,0,0,0,0,0,1,0,0,0,0
P14,D14,10,D,control,start,spoon2,toothbrush1,comb,1,1,0,0,0,0,0,0,1,0,0,0,0,0
P14,D14,10,D,control,elmo,spoon2,toothbrush1,comb,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D14,10,D,control,500ms,spoon2,toothbrush1,comb,1,1,0,1,0,0,0,0,0,0,0,0,0,0
P14,D14,10,D,control,peppa,spoon2,toothbrush1,comb,1,1,1,0,0,0,1,0,1,1,0,0,0,0
P14,D8,11,D,ambig,start,dog2,dog1,rainbow,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D8,11,D,ambig,elmo,dog2,dog1,rainbow,1,1,2,1,1,1,0,0,1,0,0,1,0,0
P14,D8,11,D,ambig,500ms,dog2,dog1,rainbow,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D8,11,D,ambig,peppa,dog2,dog1,rainbow,1,1,1,0,0,2,0,0,0,0,0,0,0,0
P14,D9,12,D,control,start,fish2,flower1,playdoh,1,1,1,0,0,1,1,0,0,0,0,0,0,0
P14,D9,12,D,control,elmo,fish2,flower1,playdoh,1,1,2,0,0,2,0,0,1,0,0,0,0,0
P14,D9,12,D,control,500ms,fish2,flower1,playdoh,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P14,D9,12,D,control,peppa,fish2,flower1,playdoh,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P14,D3,13,D,ambig,start,book2,book1,apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D3,13,D,ambig,elmo,book2,book1,apple,1,1,0,1,0,0,0,0,1,0,0,0,0,0
P14,D3,13,D,ambig,500ms,book2,book1,apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D3,13,D,ambig,peppa,book2,book1,apple,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D7,14,D,ambig,start,chair2,chair1,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D7,14,D,ambig,elmo,chair2,chair1,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D7,14,D,ambig,500ms,chair2,chair1,kangaroo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D7,14,D,ambig,peppa,chair2,chair1,kangaroo,1,1,0,0,0,0,1,0,0,1,1,0,1,0
P14,D15,15,D,control,start,toothbrush2,tree1,door,1,0,0,0,0,0,0,0,1,0,0,0,0,0
P14,D15,15,D,control,elmo,toothbrush2,tree1,door,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P14,D15,15,D,control,500ms,toothbrush2,tree1,door,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P14,D15,15,D,control,peppa,toothbrush2,tree1,door,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P14,D12,16,D,control,start,clock2,shoe1,dress,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D12,16,D,control,elmo,clock2,shoe1,dress,0,1,0,1,1,0,0,0,1,0,0,0,0,0
P14,D12,16,D,control,500ms,clock2,shoe1,dress,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P14,D12,16,D,control,peppa,clock2,shoe1,dress,0,1,0,0,0,0,0,0,0,1,0,0,0,0
P05,A6,1,A,ambig,start,spoon1,spoon2,comb,0,0,0,1,1,0,0,1,2,0,1,0,1,2
P05,A6,1,A,ambig,elmo,spoon1,spoon2,comb,0,0,1,1,0,0,0,1,2,0,0,0,0,0
P05,A6,1,A,ambig,500ms,spoon1,spoon2,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A6,1,A,ambig,peppa,spoon1,spoon2,comb,0,0,1,0,0,1,0,1,0,0,0,0,1,0
P05,A12,2,A,control,start,bus1,car2,flashlight,0,0,1,2,1,1,0,0,1,0,0,2,0,0
P05,A12,2,A,control,elmo,bus1,car2,flashlight,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P05,A12,2,A,control,500ms,bus1,car2,flashlight,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A12,2,A,control,peppa,bus1,car2,flashlight,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P05,A16,3,A,control,start,dog1,bike2,rainbow,0,0,1,0,0,0,2,0,0,1,1,0,0,1
P05,A16,3,A,control,elmo,dog1,bike2,rainbow,0,0,1,0,1,1,0,0,1,0,0,0,0,0
P05,A16,3,A,control,500ms,dog1,bike2,rainbow,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P05,A16,3,A,control,peppa,dog1,bike2,rainbow,0,0,1,0,0,0,1,0,0,1,0,0,0,0
P05,A10,4,A,control,start,book1,bus2,apple,0,0,1,1,0,2,2,0,1,2,0,0,1,0
P05,A10,4,A,control,elmo,book1,bus2,apple,0,0,0,0,1,0,0,0,0,0,0,1,0,0
P05,A10,4,A,control,500ms,book1,bus2,apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A10,4,A,control,peppa,book1,bus2,apple,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P05,A11,5,A,control,start,book2,bird1,playground,0,0,0,0,0,0,1,0,0,1,0,0,0,1
P05,A11,5,A,control,elmo,book2,bird1,playground,0,0,0,1,0,0,0,0,1,0,0,0,0,0
P05,A11,5,A,control,500ms,book2,bird1,playground,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A11,5,A,control,peppa,book2,bird1,playground,0,0,0,0,0,0,3,0,0,3,0,0,0,0
P05,A3,6,A,ambig,start,clock1,clock2,cake,0,0,1,2,0,1,0,0,1,1,0,1,0,0
P05,A3,6,A,ambig,elmo,clock1,clock2,cake,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P05,A3,6,A,ambig,500ms,clock1,clock2,cake,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P05,A3,6,A,ambig,peppa,clock1,clock2,cake,0,0,1,0,0,1,0,0,0,1,0,0,0,0
P05,A9,7,A,control,start,bike1,bird2,candle,0,0,1,1,0,0,2,0,2,1,0,0,0,0
P05,A9,7,A,control,elmo,bike1,bird2,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A9,7,A,control,500ms,bike1,bird2,candle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A9,7,A,control,peppa,bike1,bird2,candle,0,0,1,0,0,1,1,0,0,1,0,0,0,0
P05,A14,8,A,control,start,cat1,chair2,hairbrush,0,0,0,3,0,0,0,0,2,0,0,0,0,0
P05,A14,8,A,control,elmo,cat1,chair2,hairbrush,0,0,0,1,0,0,0,0,1,0,0,0,0,0
P05,A14,8,A,control,500ms,cat1,chair2,hairbrush,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P05,A14,8,A,control,peppa,cat1,chair2,hairbrush,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P05,A1,9,A,ambig,start,fish1,fish2,playdoh,0,0,0,1,0,1,0,0,0,1,0,0,0,0
P05,A1,9,A,ambig,elmo,fish1,fish2,playdoh,0,0,1,1,0,0,0,0,1,0,0,0,0,0
P05,A1,9,A,ambig,500ms,fish1,fish2,playdoh,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P05,A1,9,A,ambig,peppa,fish1,fish2,playdoh,0,0,1,0,0,0,0,0,1,0,0,0,0,0
P05,A13,10,A,control,start,car1,cat2,dolphin,0,0,1,1,0,1,0,0,1,1,0,0,0,0
P05,A13,10,A,control,elmo,car1,cat2,dolphin,0,0,1,0,0,2,0,0,0,0,0,0,0,0
P05,A13,10,A,control,500ms,car1,cat2,dolphin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A13,10,A,control,peppa,car1,cat2,dolphin,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P05,A4,11,A,ambig,start,cup1,cup2,dress,0,0,1,0,0,1,1,0,0,0,0,0,0,0
P05,A4,11,A,ambig,elmo,cup1,cup2,dress,0,0,1,1,0,2,0,0,1,1,0,0,0,0
P05,A4,11,A,ambig,500ms,cup1,cup2,dress,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P05,A4,11,A,ambig,peppa,cup1,cup2,dress,0,0,2,0,0,2,0,0,0,0,0,0,0,0
P05,A8,12,A,ambig,start,tree1,tree2,pencil,0,0,1,1,0,0,1,0,2,1,0,0,0,0
P05,A8,12,A,ambig,elmo,tree1,tree2,pencil,0,0,1,1,0,2,0,0,1,0,0,0,0,0
P05,A8,12,A,ambig,500ms,tree1,tree2,pencil,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A8,12,A,ambig,peppa,tree1,tree2,pencil,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P05,A2,13,A,ambig,start,flower2,flower1,cane,0,0,1,1,0,0,1,0,2,0,1,0,0,1
P05,A2,13,A,ambig,elmo,flower2,flower1,cane,0,0,2,0,0,2,0,0,1,0,0,0,0,0
P05,A2,13,A,ambig,500ms,flower2,flower1,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,A2,13,A,ambig,peppa,flower2,flower1,cane,0,0,2,0,0,1,1,0,0,1,0,0,0,0
P05,A15,14,A,control,start,chair1,dog2,kangaroo,0,0,1,0,0,1,1,0,0,1,0,0,0,0
P05,A15,14,A,control,elmo,chair1,dog2,kangaroo,0,0,0,0,1,1,0,0,0,0,0,0,0,0
P05,A15,14,A,control,500ms,chair1,dog2,kangaroo,0,0,0,0,0,1,0,0,0,0,0,0,1,0
P05,A15,14,A,control,peppa,chair1,dog2,kangaroo,0,0,1,0,0,0,1,0,0,1,0,0,0,0
P05,A5,15,A,ambig,start,shoe1,shoe2,paintbrush,0,0,3,0,0,2,0,0,0,0,0,0,0,0
P05,A5,15,A,ambig,elmo,shoe1,shoe2,paintbrush,0,0,1,0,0,1,1,0,0,0,1,0,0,0
P05,A5,15,A,ambig,500ms,shoe1,shoe2,paintbrush,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P05,A5,15,A,ambig,peppa,shoe1,shoe2,paintbrush,0,0,2,0,0,1,0,0,0,0,0,0,0,0
P05,A7,16,A,ambig,start,toothbrush1,toothbrush2,door,0,0,1,0,0,1,2,0,1,1,0,0,0,0
P05,A7,16,A,ambig,elmo,toothbrush1,toothbrush2,door,0,0,1,1,0,1,0,0,0,0,0,0,0,0
P05,A7,16,A,ambig,500ms,toothbrush1,toothbrush2,door,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P05,A7,16,A,ambig,peppa,toothbrush1,toothbrush2,door,0,0,1,0,0,0,1,0,0,1,0,0,0,0
P36,D11,1,D,control,start,cup2,clock1,cake,None,0,0,0,0,0,1,0,0,1,0,0,0,0
P36,D11,1,D,control,elmo,cup2,clock1,cake,None,0,0,4,0,0,0,0,3,0,1,1,0,0
P36,D11,1,D,control,500ms,cup2,clock1,cake,None,0,0,0,0,0,0,0,0,0,0,0,0,0
P36,D11,1,D,control,peppa,cup2,clock1,cake,None,0,0,0,0,0,1,0,0,2,0,0,0,0
P36,D3,2,D,ambig,start,book2,book1,apple,0,0,0,0,0,0,1,0,1,1,0,0,0,0
P36,D3,2,D,ambig,elmo,book2,book1,apple,0,0,1,5,0,1,1,0,5,1,0,0,0,0
P36,D3,2,D,ambig,500ms,book2,book1,apple,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P36,D3,2,D,ambig,peppa,book2,book1,apple,0,0,2,0,0,1,0,0,1,0,0,0,0,0
P36,D7,3,D,ambig,start,chair2,chair1,kangaroo,0,0,0,0,0,0,1,0,0,0,2,0,0,2
P36,D7,3,D,ambig,elmo,chair2,chair1,kangaroo,0,0,0,1,0,0,0,0,2,0,0,0,0,0
P36,D7,3,D,ambig,500ms,chair2,chair1,kangaroo,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P36,D7,3,D,ambig,peppa,chair2,chair1,kangaroo,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P36,D4,4,D,ambig,start,bus2,bus1,torch,0,1,0,0,0,0,1,0,0,2,0,0,0,0
P36,D4,4,D,ambig,elmo,bus2,bus1,torch,0,1,2,0,0,2,0,0,0,0,0,0,0,0
P36,D4,4,D,ambig,500ms,bus2,bus1,torch,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P36,D4,4,D,ambig,peppa,bus2,bus1,torch,0,1,0,0,0,0,1,0,0,1,0,0,0,0
P36,D1,5,D,ambig,start,bike2,bike1,candle,0,1,1,0,0,0,2,0,1,1,0,0,0,0
P36,D1,5,D,ambig,elmo,bike2,bike1,candle,0,1,3,1,0,2,4,0,3,2,0,0,0,0
P36,D1,5,D,ambig,500ms,bike2,bike1,candle,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P36,D1,5,D,ambig,peppa,bike2,bike1,candle,0,1,1,0,0,1,0,0,0,0,0,0,0,0
P36,D5,6,D,ambig,start,car2,car1,dolphin,0,0,0,2,0,1,0,0,0,1,0,0,0,0
P36,D5,6,D,ambig,elmo,car2,car1,dolphin,0,0,0,0,1,1,1,0,0,2,0,1,0,0
P36,D5,6,D,ambig,500ms,car2,car1,dolphin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P36,D5,6,D,ambig,peppa,car2,car1,dolphin,0,0,2,0,0,1,0,0,1,0,0,0,0,0
P36,D6,7,D,ambig,start,cat2,cat1,brush,0,1,0,1,0,1,1,0,0,2,0,0,0,0
P36,D6,7,D,ambig,elmo,cat2,cat1,brush,0,1,1,0,1,2,0,0,1,0,0,0,1,0
P36,D6,7,D,ambig,500ms,cat2,cat1,brush,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P36,D6,7,D,ambig,peppa,cat2,cat1,brush,0,1,2,0,0,1,0,0,0,0,0,0,0,0
P36,D10,8,D,control,start,flower2,cup1,cane,0,0,1,2,0,0,0,0,2,0,0,0,0,0
P36,D10,8,D,control,elmo,flower2,cup1,cane,0,0,0,3,0,0,1,0,3,0,0,0,0,0
P36,D10,8,D,control,500ms,flower2,cup1,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P36,D10,8,D,control,peppa,flower2,cup1,cane,0,0,0,0,0,0,0,0,0,1,0,0,0,1
P36,D2,9,D,ambig,start,bird2,bird1,playground,0,1,0,1,0,1,0,0,0,1,0,0,0,1
P36,D2,9,D,ambig,elmo,bird2,bird1,playground,0,1,1,1,0,1,1,0,2,1,0,0,0,0
P36,D2,9,D,ambig,500ms,bird2,bird1,playground,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P36,D2,9,D,ambig,peppa,bird2,bird1,playground,0,1,1,0,1,1,1,0,0,0,0,0,1,0
P36,D16,10,D,control,start,tree2,fish1,pencil,0,1,1,0,0,2,0,0,0,1,0,0,0,0
P36,D16,10,D,control,elmo,tree2,fish1,pencil,0,1,4,0,1,3,1,0,1,0,0,1,0,0
P36,D16,10,D,control,500ms,tree2,fish1,pencil,0,1,1,0,0,0,0,0,0,0,0,0,0,0
P36,D16,10,D,control,peppa,tree2,fish1,pencil,0,1,1,0,0,1,0,0,0,0,0,0,0,0
P36,D13,11,D,control,start,shoe2,spoon1,paintbrush,0,0,1,0,0,0,1,0,1,0,0,1,0,0
P36,D13,11,D,control,elmo,shoe2,spoon1,paintbrush,0,0,0,0,1,0,0,0,1,0,0,0,0,1
P36,D13,11,D,control,500ms,shoe2,spoon1,paintbrush,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P36,D13,11,D,control,peppa,shoe2,spoon1,paintbrush,0,0,1,0,0,1,0,0,0,1,0,0,0,0
P36,D12,12,D,control,start,clock2,shoe1,dress,0,0,1,1,0,1,0,0,0,1,0,1,0,0
P36,D12,12,D,control,elmo,clock2,shoe1,dress,0,0,2,0,0,0,1,1,1,0,0,1,0,0
P36,D12,12,D,control,500ms,clock2,shoe1,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P36,D12,12,D,control,peppa,clock2,shoe1,dress,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P36,D15,13,D,control,start,toothbrush2,tree1,door,0,1,0,0,0,0,1,0,0,1,1,0,0,0
P36,D15,13,D,control,elmo,toothbrush2,tree1,door,0,1,2,0,0,1,0,0,0,0,0,1,0,0
P36,D15,13,D,control,500ms,toothbrush2,tree1,door,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P36,D15,13,D,control,peppa,toothbrush2,tree1,door,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P36,D14,14,D,control,start,spoon2,toothbrush1,comb,0,0,0,2,0,0,0,0,1,0,1,1,0,1
P36,D14,14,D,control,elmo,spoon2,toothbrush1,comb,0,0,0,2,1,0,0,0,3,0,0,1,0,0
P36,D14,14,D,control,500ms,spoon2,toothbrush1,comb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P36,D14,14,D,control,peppa,spoon2,toothbrush1,comb,0,0,1,0,0,2,1,0,0,1,0,0,0,0
P36,D8,15,D,ambig,start,dog2,dog1,rainbow,1,1,1,0,0,1,0,0,0,1,0,0,0,1
P36,D8,15,D,ambig,elmo,dog2,dog1,rainbow,1,1,2,0,1,1,0,1,0,0,0,2,0,0
P36,D8,15,D,ambig,500ms,dog2,dog1,rainbow,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P36,D8,15,D,ambig,peppa,dog2,dog1,rainbow,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P36,D9,16,D,control,start,fish2,flower1,playdoh,0,0,2,0,0,1,1,0,1,0,0,0,0,0
P36,D9,16,D,control,elmo,fish2,flower1,playdoh,0,0,2,0,0,1,1,0,1,0,0,0,0,0
P36,D9,16,D,control,500ms,fish2,flower1,playdoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P36,D9,16,D,control,peppa,fish2,flower1,playdoh,0,0,2,0,0,2,0,0,0,0,0,0,0,0
P42,C13,1,C,control,start,shoe1,spoon2,paintbrush,0,0,2,0,0,1,1,0,1,0,0,0,0,0
P42,C13,1,C,control,elmo,shoe1,spoon2,paintbrush,0,0,1,1,0,0,1,0,2,0,0,0,0,0
P42,C13,1,C,control,500ms,shoe1,spoon2,paintbrush,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P42,C13,1,C,control,peppa,shoe1,spoon2,paintbrush,0,0,0,0,1,0,0,0,0,1,0,0,0,1
P42,C4,2,C,ambig,start,bus1,bus2,torch,1,1,0,1,0,2,0,0,0,1,0,0,0,0
P42,C4,2,C,ambig,elmo,bus1,bus2,torch,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P42,C4,2,C,ambig,500ms,bus1,bus2,torch,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P42,C4,2,C,ambig,peppa,bus1,bus2,torch,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P42,C10,3,C,control,start,flower1,cup2,cane,0,0,0,1,1,1,0,0,2,0,0,0,0,1
P42,C10,3,C,control,elmo,flower1,cup2,cane,0,0,1,0,0,0,1,0,1,0,0,0,0,0
P42,C10,3,C,control,500ms,flower1,cup2,cane,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P42,C10,3,C,control,peppa,flower1,cup2,cane,0,0,0,0,0,0,1,0,0,1,0,0,1,0
P42,C1,4,C,ambig,start,bike1,bike2,candle,1,1,0,0,1,1,0,0,0,1,0,0,0,1
P42,C1,4,C,ambig,elmo,bike1,bike2,candle,1,1,0,1,0,0,0,0,0,0,0,0,0,0
P42,C1,4,C,ambig,500ms,bike1,bike2,candle,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P42,C1,4,C,ambig,peppa,bike1,bike2,candle,1,1,1,0,0,1,1,0,0,2,0,0,0,0
