RECORDING_SESSION_LABEL	trialnum	cond	type	targname	CURRENT_SAC_START_INTEREST_AREA_LABEL	CURRENT_SAC_END_INTEREST_AREA_LABEL	IP_LABEL	CURRENT_SAC_NEAREST_END_INTEREST_AREA_LABEL	CURRENT_SAC_NEAREST_START_INTEREST_AREA_LABEL	CURRENT_SAC_END_TIME	IP_START_TIME
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	.	Pre_Targ 	Pre	Pre_Targ 	Pre_D1 	248	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_Targ 	Pre_D2 	Pre	Pre_D2 	Pre_Targ 	506	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D2 	Pre_D2 	Pre	Pre_D2 	Pre_D2 	856	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D2 	Pre_Targ 	Pre	Pre_Targ 	Pre_D2 	1180	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_Targ 	Pre_Targ 	Pre	Pre_Targ 	Pre_Targ 	1868	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_Targ 	Pre_D1 	Pre	Pre_D1 	Pre_Targ 	2280	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D1 	Pre_D1 	Pre	Pre_D1 	Pre_D1 	2604	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D1 	Pre_D2 	Pre	Pre_D2 	Pre_D1 	3004	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D2 	Pre_D2 	Pre	Pre_D2 	Pre_D2 	3254	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D2 	Pre_D2 	Pre	Pre_D2 	Pre_D2 	3474	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D2 	Pre_D2 	Pre	Pre_D2 	Pre_D2 	3772	12645346
AdSubjExpt1-1	Filler	Filler	Filler	bird1.jpg	Pre_D2 	Pre_Targ 	Pre	Pre_Targ 	Pre_D2 	3992	12645346
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	.	.	Pre	Pre_Targ 	Pre_Targ 	100	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	.	Pre_D1 	Pre	Pre_D1 	Pre_D2 	324	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_D1 	Pre_D1 	Pre	Pre_D1 	Pre_D1 	756	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_D1 	Pre_D2 	Pre	Pre_D2 	Pre_D1 	996	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_D2 	.	Pre	Pre_Targ 	Pre_D2 	1562	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_Targ 	Pre_Targ 	Pre	Pre_Targ 	Pre_Targ 	1620	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_Targ 	Pre_Targ 	Pre	Pre_Targ 	Pre_Targ 	1802	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_Targ 	Pre_Targ 	Pre	Pre_Targ 	Pre_Targ 	2204	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_Targ 	Pre_Targ 	Pre	Pre_Targ 	Pre_Targ 	2492	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_Targ 	Pre_D1 	Pre	Pre_D1 	Pre_Targ 	2754	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_D1 	Pre_D1 	Pre	Pre_D1 	Pre_D1 	2998	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_D1 	Pre_D2 	Pre	Pre_D2 	Pre_D1 	3306	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_D2 	Pre_D2 	Pre	Pre_D2 	Pre_D2 	3606	12654316
AdSubjExpt1-1	Filler	Filler	Filler	dog1.jpg	Pre_D2 	Pre_D1 	Pre	Pre_D1 	Pre_D2 	3978	12654316
AdSubjExpt1-1	Filler	Filler	Filler	book1.jpg	.	Pre_D1 	Pre	Pre_D1 	.	136	12671005
AdSubjExpt1-1	Filler	Filler	Filler	book1.jpg	Pre_D1 	Pre_D2 	Pre	Pre_D2 	Pre_D1 	988	12671005
AdSubjExpt1-1	Filler	Filler	Filler	book1.jpg	Pre_D2 	Pre_Targ 	Pre	Pre_Targ 	Pre_D2 	1396	12671005
AdSubjExpt1-1	Filler	Filler	Filler	book1.jpg	Pre_Targ 	Pre_Targ 	Pre	Pre_Targ 	Pre_Targ 	1856	12671005
AdSubjExpt1-1	Filler	Filler	Filler	book1.jpg	Pre_Targ 	Pre_D2 	Pre	Pre_D2 	Pre_Targ 	2836	12671005
AdSubjExpt1-1	Filler	Filler	Filler	book1.jpg	Pre_D2 	Pre_D1 	Pre	Pre_D1 	Pre_D2 	3344	12671005
AdSubjExpt1-1	Filler	Filler	Filler	book1.jpg	Pre_D1 	Pre_Targ 	Pre	Pre_Targ 	Pre_D1 	3940	12671005
AdSubjExpt1-1	Homoph_Control_sponge1.jpg	Control	Homoph	sponge1.jpg	.	Pre_D2 	Pre	Pre_D2 	Pre_Targ 	260	12680042
