RECORDING_SESSION_LABEL	trialnum	cond	type	targname	CURRENT_SAC_START_INTEREST_AREA_LABEL	CURRENT_SAC_END_INTEREST_AREA_LABEL	IP_LABEL	CURRENT_SAC_NEAREST_END_INTEREST_AREA_LABEL	CURRENT_SAC_NEAREST_START_INTEREST_AREA_LABEL	CURRENT_SAC_END_TIME	IP_START_TIME
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_Targ 	Pre_Targ 	Target	Pre_Targ 	Pre_Targ 	4476	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_Targ 	Pre_D1 	Target	Pre_D1 	Pre_Targ 	5028	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_D1 	Pre_D1 	Target	Pre_D1 	Pre_D1 	5306	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_D1 	Pre_Targ 	Target	Pre_Targ 	Pre_D1 	5502	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_Targ 	Pre_Targ 	Target	Pre_Targ 	Pre_Targ 	5802	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_Targ 	.	Target	Pre_D1 	Pre_Targ 	6046	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	.	Pre_D2 	Target	Pre_D2 	Pre_D1 	6150	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_D2 	Pre_D1 	Target	Pre_D1 	Pre_D2 	6368	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_D1 	Pre_D1 	Target	Pre_D1 	Pre_D1 	6616	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_D1 	Pre_D1 	Target	Pre_D1 	Pre_D1 	7048	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_D1 	Pre_Targ 	Target	Pre_Targ 	Pre_D1 	7378	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_Targ 	Pre_D1 	Target	Pre_D1 	Pre_Targ 	11054	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	Pre_D1 	.	Target	Pre_D1 	Pre_D1 	11190	6554979
KidSubjExpt3-1	Same_Control_leaf1.jpg	Control	Same	leaf1.jpg	.	Pre_Targ 	Target	Pre_Targ 	Pre_Targ 	11374	6554979
KidSubjExpt3-1	Same_Ambig_bike1.jpg	Ambig	Same	bike1.jpg	Pre_D2 	Pre_Targ 	Target	Pre_Targ 	Pre_D2 	4518	6570414
