,participant,list,condition,trial_id,phase,target,target_sum_duration_Left,target_sum_duration_Right,foil,foil_sum_duration_Left,foil_sum_duration_Right,distractor,distractor_sum_duration_Left,distractor_sum_duration_Right,informative_foil,informative_target
1169,P21,D,ambig,D5,500ms,car2,233316,133445,car1,0,0,dolphin,0,0,FALSE,FALSE
1170,P21,D,ambig,D5,elmo,car2,2666381,3033271,car1,833083,832932,dolphin,0,0,FALSE,FALSE
1171,P21,D,ambig,D5,peppa,car2,2133152,2066490,car1,1133174,1166531,dolphin,0,0,FALSE,FALSE
1172,P21,D,ambig,D5,start,car2,1099752,1099813,car1,700012,366651,dolphin,666336,1166491,FALSE,FALSE
1173,P21,D,ambig,D6,500ms,cat2,133407,166655,cat1,0,0,hairbrush,0,0,FALSE,FALSE
1174,P21,D,ambig,D6,elmo,cat2,1733058,1366401,cat1,0,0,hairbrush,432956,232979,FALSE,FALSE
1175,P21,D,ambig,D6,peppa,cat2,599973,500044,cat1,1266433,1266433,hairbrush,366595,366595,FALSE,FALSE
1176,P21,D,ambig,D6,start,cat2,1066440,1099836,cat1,1099907,1133257,hairbrush,966571,899985,FALSE,FALSE
1177,P21,D,ambig,D7,500ms,chair2,0,0,chair1,0,0,kangaroo,0,0,FALSE,FALSE
1178,P21,D,ambig,D7,elmo,chair2,1733467,1466457,chair1,0,0,kangaroo,0,0,FALSE,FALSE
1179,P21,D,ambig,D7,peppa,chair2,733201,733201,chair1,1499720,1599982,kangaroo,0,0,FALSE,FALSE
1180,P21,D,ambig,D7,start,chair2,999904,933240,chair1,1366531,1333201,kangaroo,966350,966350,FALSE,FALSE
1181,P21,D,ambig,D8,elmo,dog2,1966511,2032949,dog1,833204,833210,rainbow,199465,199465,FALSE,FALSE
1182,P21,D,ambig,D8,peppa,dog2,1299925,0,dog1,866647,433225,rainbow,133287,0,FALSE,FALSE
1183,P21,D,ambig,D8,start,dog2,1533078,1533078,dog1,666584,766731,rainbow,166663,166663,FALSE,FALSE
1132,P21,D,control,D10,500ms,flower2,266577,199948,cup1,0,0,cane,0,0,FALSE,FALSE
1133,P21,D,control,D10,elmo,flower2,2634072,2633056,cup1,0,0,cane,199737,199737,FALSE,FALSE
1134,P21,D,control,D10,peppa,flower2,0,0,cup1,1466545,1433181,cane,0,0,FALSE,FALSE
1135,P21,D,control,D10,start,flower2,933286,933286,cup1,966530,966530,cane,499933,499978,FALSE,FALSE
1136,P21,D,control,D11,500ms,cup2,0,0,clock1,466637,466637,cake,0,0,FALSE,FALSE
1137,P21,D,control,D11,elmo,cup2,866462,833233,clock1,499830,499830,cake,2899680,2899861,FALSE,FALSE
1138,P21,D,control,D11,peppa,cup2,366719,433356,clock1,3232992,3266306,cake,700058,700070,FALSE,FALSE
1139,P21,D,control,D11,start,cup2,0,0,clock1,2799695,2799830,cake,999801,999843,FALSE,FALSE
1140,P21,D,control,D12,elmo,clock2,2966397,2633088,shoe1,0,233308,dress,0,0,FALSE,FALSE
1141,P21,D,control,D12,peppa,clock2,0,0,shoe1,3032978,2633095,dress,0,0,FALSE,FALSE
1142,P21,D,control,D12,start,clock2,999872,999872,shoe1,899925,899902,dress,466612,466612,FALSE,FALSE
1143,P21,D,control,D13,500ms,shoe2,0,0,spoon1,0,0,paintbrush,0,0,FALSE,FALSE
1144,P21,D,control,D13,elmo,shoe2,2532817,2566316,spoon1,0,0,paintbrush,0,0,FALSE,FALSE
1145,P21,D,control,D13,peppa,shoe2,266723,233403,spoon1,899858,799933,paintbrush,699892,533169,FALSE,FALSE
1146,P21,D,control,D13,start,shoe2,1399885,1333266,spoon1,499961,533214,paintbrush,333295,633177,FALSE,FALSE
1147,P21,D,control,D14,500ms,spoon2,0,0,toothbrush1,466606,466606,comb,0,0,FALSE,FALSE
1148,P21,D,control,D14,elmo,spoon2,1766769,1700057,toothbrush1,799871,799871,comb,266538,266538,FALSE,FALSE
1149,P21,D,control,D14,peppa,spoon2,0,0,toothbrush1,2866387,2866460,comb,1499862,1499862,FALSE,FALSE
1150,P21,D,control,D14,start,spoon2,1399868,1399868,toothbrush1,199981,233353,comb,1966586,1933280,FALSE,FALSE
1151,P21,D,control,D15,500ms,toothbrush2,0,0,tree1,0,0,door,0,0,FALSE,FALSE
1152,P21,D,control,D15,elmo,toothbrush2,5865211,6398532,tree1,166634,199922,door,633210,199852,FALSE,FALSE
1153,P21,D,control,D15,peppa,toothbrush2,1466418,1466419,tree1,1266474,1199896,door,0,0,FALSE,FALSE
1154,P21,D,control,D15,start,toothbrush2,400008,366694,tree1,1333167,1266376,door,567165,466688,FALSE,FALSE
1155,P21,D,control,D16,500ms,tree2,0,0,fish1,0,0,pencil,0,0,FALSE,FALSE
1156,P21,D,control,D16,elmo,tree2,2733105,2699927,fish1,433333,766659,pencil,266470,266599,FALSE,FALSE
1157,P21,D,control,D16,peppa,tree2,866583,899939,fish1,1565973,1699132,pencil,199619,100116,FALSE,FALSE
1158,P21,D,control,D16,start,tree2,1433281,1433196,fish1,700051,666708,pencil,433269,433269,FALSE,FALSE
1184,P21,D,control,D9,500ms,fish2,0,0,flower1,99992,99992,playdoh,233291,233291,FALSE,FALSE
1185,P21,D,control,D9,elmo,fish2,2066496,2166571,flower1,1199914,1166520,playdoh,633247,599973,FALSE,FALSE
1186,P21,D,control,D9,peppa,fish2,1266590,1133313,flower1,1599726,1599722,playdoh,699934,699934,FALSE,FALSE
1187,P21,D,control,D9,start,fish2,1133287,966626,flower1,99954,99954,playdoh,2033198,2166447,FALSE,FALSE
1188,P22,B,ambig,B1,500ms,fish2,0,0,fish1,0,0,playdoh,399906,399906,TRUE,TRUE
1189,P22,B,ambig,B1,elmo,fish2,3799537,3766195,fish1,566599,566599,playdoh,266843,266843,TRUE,TRUE
1190,P22,B,ambig,B1,peppa,fish2,733126,733126,fish1,2532659,2532659,playdoh,0,0,TRUE,TRUE
1191,P22,B,ambig,B1,start,fish2,233262,233262,fish1,0,0,playdoh,3132635,3266036,TRUE,TRUE
1220,P22,B,ambig,B2,500ms,flower2,333443,333443,flower1,0,0,cane,0,0,TRUE,TRUE
1221,P22,B,ambig,B2,elmo,flower2,3066286,3033048,flower1,833250,833250,cane,366619,366619,TRUE,TRUE
1222,P22,B,ambig,B2,peppa,flower2,1166425,1166425,flower1,2499689,2533030,cane,0,0,TRUE,TRUE
1223,P22,B,ambig,B2,start,flower2,1599858,1599858,flower1,399961,399961,cane,1100062,1100062,TRUE,TRUE
1224,P22,B,ambig,B3,500ms,clock2,366624,366624,clock1,0,0,cake,0,0,TRUE,TRUE
1225,P22,B,ambig,B3,elmo,clock2,4032961,4032985,clock1,0,0,cake,333302,333302,TRUE,TRUE
1226,P22,B,ambig,B3,peppa,clock2,133263,133263,clock1,3299667,3366333,cake,0,0,TRUE,TRUE
1227,P22,B,ambig,B3,start,clock2,966406,933122,clock1,833140,1033173,cake,999791,999791,TRUE,TRUE
1228,P22,B,ambig,B4,elmo,cup2,3599771,4599564,cup1,99953,133265,dress,0,0,TRUE,TRUE
1229,P22,B,ambig,B4,peppa,cup2,0,0,cup1,2266245,2366231,dress,0,0,TRUE,TRUE
1230,P22,B,ambig,B4,start,cup2,1499446,1499446,cup1,1000209,1000209,dress,433288,466595,TRUE,TRUE
1231,P22,B,ambig,B5,500ms,shoe2,199866,266615,shoe1,133483,133483,paintbrush,0,0,TRUE,TRUE
1232,P22,B,ambig,B5,elmo,shoe2,3765965,5899496,shoe1,0,0,paintbrush,0,0,TRUE,TRUE
1233,P22,B,ambig,B5,peppa,shoe2,0,0,shoe1,3965268,4032167,paintbrush,0,0,TRUE,TRUE
1234,P22,B,ambig,B5,start,shoe2,2599744,2632966,shoe1,633324,666579,paintbrush,566695,566695,TRUE,TRUE
1235,P22,B,ambig,B6,500ms,spoon2,266618,299933,spoon1,99984,99984,comb,0,0,TRUE,TRUE
1236,P22,B,ambig,B6,elmo,spoon2,2133151,2166442,spoon1,1966515,1999788,comb,0,0,TRUE,TRUE
1237,P22,B,ambig,B6,peppa,spoon2,966491,1066472,spoon1,1599847,1599847,comb,0,0,TRUE,TRUE
1238,P22,B,ambig,B6,start,spoon2,2166407,2766290,spoon1,933235,166712,comb,699922,666555,TRUE,TRUE
1239,P22,B,ambig,B7,500ms,toothbrush2,433202,433132,toothbrush1,0,0,door,0,0,TRUE,TRUE
1240,P22,B,ambig,B7,elmo,toothbrush2,3966532,4066629,toothbrush1,999976,1166634,door,466372,499760,TRUE,TRUE
1241,P22,B,ambig,B7,peppa,toothbrush2,166665,166665,toothbrush1,3366455,2633046,door,0,0,TRUE,TRUE
1242,P22,B,ambig,B7,start,toothbrush2,1833319,1899968,toothbrush1,1566500,1566500,door,133379,0,TRUE,TRUE
1243,P22,B,ambig,B8,500ms,tree2,366559,366559,tree1,0,0,pencil,0,0,TRUE,TRUE
1244,P22,B,ambig,B8,elmo,tree2,4799556,4766275,tree1,731564,731584,pencil,0,0,TRUE,TRUE
1245,P22,B,ambig,B8,peppa,tree2,166670,166670,tree1,4466304,4532958,pencil,0,0,TRUE,TRUE
1246,P22,B,ambig,B8,start,tree2,999894,999894,tree1,1233109,1266452,pencil,433300,400052,TRUE,TRUE
1192,P22,B,control,B10,500ms,bird2,367824,367824,book1,0,0,playground,0,0,FALSE,FALSE
1193,P22,B,control,B10,elmo,bird2,1733164,1699915,book1,166644,166644,playground,2033121,1866537,FALSE,FALSE
1194,P22,B,control,B10,peppa,bird2,533123,533043,book1,1933206,1933175,playground,1499815,1499815,FALSE,FALSE
1195,P22,B,control,B10,start,bird2,533294,533294,book1,399756,399756,playground,1666705,1700055,FALSE,FALSE
1196,P22,B,control,B11,500ms,book2,398255,398255,bus1,0,0,apple,0,0,FALSE,FALSE
1197,P22,B,control,B11,elmo,book2,1533150,1899806,bus1,1266497,966529,apple,1133312,1166555,FALSE,FALSE
1198,P22,B,control,B11,peppa,book2,233268,233268,bus1,3166523,3199809,apple,0,0,FALSE,FALSE
1199,P22,B,control,B11,start,book2,333311,166652,bus1,2299913,2333320,apple,766532,799873,FALSE,FALSE
1200,P22,B,control,B12,500ms,bus2,166698,166698,car1,0,0,flashlight,233265,233265,FALSE,FALSE
1201,P22,B,control,B12,elmo,bus2,2499813,2466419,car1,1633203,1599918,flashlight,299981,366648,FALSE,FALSE
1202,P22,B,control,B12,peppa,bus2,199963,199963,car1,2099795,2066496,flashlight,0,0,FALSE,FALSE
1203,P22,B,control,B12,start,bus2,1333202,1366538,car1,633349,566700,flashlight,1866536,1866501,FALSE,FALSE
1204,P22,B,control,B13,500ms,car2,399873,399873,cat1,0,0,dolphin,0,0,TRUE,TRUE
1205,P22,B,control,B13,elmo,car2,3566348,3533023,cat1,0,0,dolphin,766510,799827,TRUE,TRUE
1206,P22,B,control,B13,peppa,car2,0,0,cat1,3766171,3766169,dolphin,0,0,TRUE,TRUE
1207,P22,B,control,B13,start,car2,0,0,cat1,2399733,2466411,dolphin,133303,133303,TRUE,TRUE
1208,P22,B,control,B14,500ms,cat2,466855,466855,chair1,0,0,hairbrush,0,0,FALSE,FALSE
1209,P22,B,control,B14,elmo,cat2,3466324,3499655,chair1,166653,166653,hairbrush,366627,333290,FALSE,FALSE
1210,P22,B,control,B14,peppa,cat2,733207,733207,chair1,2566414,2799738,hairbrush,366629,366629,FALSE,FALSE
1211,P22,B,control,B14,start,cat2,1866490,1666489,chair1,0,0,hairbrush,599929,599929,FALSE,FALSE
1212,P22,B,control,B15,500ms,chair2,0,0,dog1,0,199858,kangaroo,0,0,FALSE,FALSE
1213,P22,B,control,B15,elmo,chair2,3199694,3033232,dog1,166677,266677,kangaroo,333277,333277,FALSE,FALSE
1214,P22,B,control,B15,peppa,chair2,0,0,dog1,3966293,3966137,kangaroo,0,0,FALSE,FALSE
1215,P22,B,control,B15,start,chair2,0,0,dog1,3066415,2999669,kangaroo,600038,633373,FALSE,FALSE
1216,P22,B,control,B16,500ms,dog2,399803,399803,bike1,0,0,rainbow,0,0,FALSE,FALSE
1217,P22,B,control,B16,elmo,dog2,3532949,3732601,bike1,0,0,rainbow,133233,133233,FALSE,FALSE
1218,P22,B,control,B16,peppa,dog2,0,166843,bike1,3133042,3132906,rainbow,0,0,FALSE,FALSE
1219,P22,B,control,B16,start,dog2,1266536,1166562,bike1,499703,533100,rainbow,1466267,1499619,FALSE,FALSE
1247,P22,B,control,B9,500ms,bike2,433267,433267,bird1,0,0,candle,0,0,FALSE,FALSE
1248,P22,B,control,B9,elmo,bike2,3532905,3566323,bird1,0,0,candle,266608,266608,FALSE,FALSE
1249,P22,B,control,B9,peppa,bike2,299928,299928,bird1,2566742,2599991,candle,533116,533116,FALSE,FALSE
1250,P22,B,control,B9,start,bike2,1766207,1999405,bird1,166632,166632,candle,299743,299743,FALSE,FALSE
1251,P23,C,ambig,C1,500ms,bike1,399864,466571,bike2,0,0,candle,0,0,FALSE,FALSE
1252,P23,C,ambig,C1,elmo,bike1,1933170,1899653,bike2,1033232,1233277,candle,799963,600000,FALSE,FALSE
1253,P23,C,ambig,C1,peppa,bike1,933136,766475,bike2,2066622,2799823,candle,0,0,FALSE,FALSE
1254,P23,C,ambig,C1,start,bike1,966544,933288,bike2,666661,700016,candle,1233359,1066613,FALSE,FALSE
1279,P23,C,ambig,C2,elmo,bird1,1099855,1066560,bird2,699880,699880,playground,199902,199902,FALSE,FALSE
1280,P23,C,ambig,C2,peppa,bird1,799869,799869,bird2,1766361,1599683,playground,0,0,FALSE,FALSE
1281,P23,C,ambig,C2,start,bird1,399955,399955,bird2,99965,966511,playground,1033181,1799695,FALSE,FALSE
1282,P23,C,ambig,C3,500ms,book1,333362,333362,book2,0,0,apple,0,0,FALSE,FALSE
1283,P23,C,ambig,C3,elmo,book1,1466156,1666228,book2,333311,533321,apple,199924,233370,FALSE,FALSE
1284,P23,C,ambig,C3,peppa,book1,666701,1000045,book2,1266668,1366553,apple,933362,1033355,FALSE,FALSE
1285,P23,C,ambig,C3,start,book1,500059,533396,book2,0,0,apple,1599760,1733094,FALSE,FALSE
1286,P23,C,ambig,C4,500ms,bus1,0,0,bus2,133285,133285,flashlight,200033,266619,FALSE,FALSE
1287,P23,C,ambig,C4,elmo,bus1,1666344,2233571,bus2,933303,700101,flashlight,0,0,FALSE,FALSE
1288,P23,C,ambig,C4,peppa,bus1,900529,899953,bus2,2066577,2066681,flashlight,0,0,FALSE,FALSE
1289,P23,C,ambig,C4,start,bus1,233210,266539,bus2,1766698,1733360,flashlight,599870,799878,FALSE,FALSE
1290,P23,C,ambig,C5,500ms,car1,0,0,car2,0,0,dolphin,233299,233299,FALSE,FALSE
1291,P23,C,ambig,C5,elmo,car1,2699617,2732961,car2,200136,200136,dolphin,633370,633370,FALSE,FALSE
1292,P23,C,ambig,C5,peppa,car1,800042,466663,car2,1899465,1799704,dolphin,0,0,FALSE,FALSE
1293,P23,C,ambig,C5,start,car1,933229,933229,car2,1166725,1166725,dolphin,1033411,1066785,FALSE,FALSE
1294,P23,C,ambig,C6,500ms,cat1,299931,333260,cat2,100177,100177,hairbrush,0,0,FALSE,FALSE
1295,P23,C,ambig,C6,elmo,cat1,2266297,2266486,cat2,799933,799933,hairbrush,499962,499962,FALSE,FALSE
1296,P23,C,ambig,C6,peppa,cat1,1099973,1166626,cat2,566612,1399825,hairbrush,0,0,FALSE,FALSE
1297,P23,C,ambig,C6,start,cat1,966592,1266559,cat2,1099872,1099872,hairbrush,466618,466618,FALSE,FALSE
1298,P23,C,ambig,C7,500ms,chair1,366612,0,chair2,0,0,kangaroo,0,0,FALSE,FALSE
1299,P23,C,ambig,C7,elmo,chair1,866597,1299991,chair2,0,533105,kangaroo,299966,299913,FALSE,FALSE
1300,P23,C,ambig,C7,peppa,chair1,999888,1033390,chair2,1799903,1833255,kangaroo,0,0,FALSE,FALSE
1301,P23,C,ambig,C7,start,chair1,733276,733276,chair2,1399943,1033302,kangaroo,1433274,1399997,FALSE,FALSE
1302,P23,C,ambig,C8,500ms,dog1,299888,333190,dog2,0,0,rainbow,0,0,FALSE,FALSE
1303,P23,C,ambig,C8,elmo,dog1,3466453,3099918,dog2,299978,299978,rainbow,0,0,FALSE,FALSE
1304,P23,C,ambig,C8,peppa,dog1,632891,732883,dog2,1033092,1366406,rainbow,0,0,FALSE,FALSE
1305,P23,C,ambig,C8,start,dog1,1432956,1399294,dog2,1099597,1132939,rainbow,0,0,FALSE,FALSE
1255,P23,C,control,C10,500ms,flower1,0,0,cup2,99992,99992,cane,0,0,FALSE,FALSE
1256,P23,C,control,C10,elmo,flower1,3966271,3999579,cup2,400023,766651,cane,499918,566633,FALSE,FALSE
1257,P23,C,control,C10,peppa,flower1,166560,166560,cup2,2666374,2599710,cane,0,0,FALSE,FALSE
1258,P23,C,control,C10,start,flower1,566614,599935,cup2,1499833,1499833,cane,566628,733279,FALSE,FALSE
1259,P23,C,control,C11,elmo,cup1,4766117,4466154,clock2,166064,166064,cake,0,0,FALSE,FALSE
1260,P23,C,control,C11,peppa,cup1,0,0,clock2,3333057,3299715,cake,0,0,FALSE,FALSE
1261,P23,C,control,C11,start,cup1,500115,500115,clock2,599940,599910,cake,2566348,2499779,FALSE,FALSE
1262,P23,C,control,C12,500ms,clock1,0,0,shoe2,1699790,2166409,dress,0,0,FALSE,FALSE
1263,P23,C,control,C12,start,clock1,3199723,3433120,shoe2,1166503,1266561,dress,233303,266639,FALSE,FALSE
1264,P23,C,control,C13,500ms,shoe1,233306,233306,spoon2,99932,133269,paintbrush,0,0,FALSE,FALSE
1265,P23,C,control,C13,elmo,shoe1,4699363,4866101,spoon2,166986,0,paintbrush,166662,333509,FALSE,FALSE
1266,P23,C,control,C13,peppa,shoe1,533304,466622,spoon2,1433214,1433241,paintbrush,2566425,2899655,FALSE,FALSE
1267,P23,C,control,C13,start,shoe1,666579,699942,spoon2,1033102,1033141,paintbrush,833237,833198,FALSE,FALSE
1268,P23,C,control,C14,500ms,spoon1,0,0,toothbrush2,0,0,comb,366616,366616,FALSE,FALSE
1269,P23,C,control,C14,elmo,spoon1,2566511,2766436,toothbrush2,766631,433292,comb,366646,366646,FALSE,FALSE
1270,P23,C,control,C14,peppa,spoon1,0,0,toothbrush2,1132978,1199152,comb,0,0,FALSE,FALSE
1271,P23,C,control,C14,start,spoon1,0,0,toothbrush2,633364,466722,comb,399854,399854,FALSE,FALSE
1272,P23,C,control,C15,elmo,toothbrush1,3766221,3699664,tree2,599919,666508,door,499954,533255,FALSE,FALSE
1273,P23,C,control,C15,peppa,toothbrush1,0,0,tree2,2566534,2666360,door,166674,166674,FALSE,FALSE
1274,P23,C,control,C15,start,toothbrush1,399971,399978,tree2,1499834,1899756,door,1099914,1099923,FALSE,FALSE
1275,P23,C,control,C16,500ms,tree1,366541,366541,fish2,0,0,pencil,0,0,FALSE,FALSE
1276,P23,C,control,C16,elmo,tree1,5066597,5300233,fish2,899843,1133190,pencil,433234,433234,FALSE,FALSE
1277,P23,C,control,C16,peppa,tree1,0,0,fish2,2566405,2599745,pencil,199582,199582,FALSE,FALSE
1278,P23,C,control,C16,start,tree1,1233222,966508,fish2,633352,900077,pencil,966649,933225,FALSE,FALSE
1306,P23,C,control,C9,500ms,fish1,333272,333272,flower2,0,0,playdoh,0,0,FALSE,FALSE
1307,P23,C,control,C9,elmo,fish1,2699811,2666544,flower2,666586,666586,playdoh,266540,333196,FALSE,FALSE
1308,P23,C,control,C9,peppa,fish1,0,0,flower2,3366491,3533061,playdoh,166732,166732,FALSE,FALSE
1309,P23,C,control,C9,start,fish1,1266543,1133285,flower2,0,0,playdoh,2466421,2699795,FALSE,FALSE
1310,P24,D,ambig,D1,500ms,bike2,266660,266660,bike1,0,0,candle,0,0,TRUE,TRUE
1311,P24,D,ambig,D1,elmo,bike2,5066267,4433021,bike1,966526,999832,candle,499931,499931,TRUE,TRUE
1312,P24,D,ambig,D1,peppa,bike2,1799891,1833100,bike1,11266058,11365873,candle,533278,533278,TRUE,TRUE
1313,P24,D,ambig,D1,start,bike2,1633152,1666484,bike1,866496,966504,candle,1000030,999980,TRUE,TRUE
1341,P24,D,ambig,D2,500ms,bird2,0,0,bird1,0,0,playground,433322,433322,TRUE,TRUE
1342,P24,D,ambig,D2,elmo,bird2,4566222,4432708,bird1,633245,633245,playground,566520,566566,TRUE,TRUE
1343,P24,D,ambig,D2,peppa,bird2,699886,599887,bird1,2832994,2266341,playground,1666428,1599770,TRUE,TRUE
1344,P24,D,ambig,D2,start,bird2,1100032,666746,bird1,999944,466621,playground,733264,766609,TRUE,TRUE
1345,P24,D,ambig,D3,500ms,book2,0,0,book1,399303,0,apple,0,0,TRUE,TRUE
1346,P24,D,ambig,D3,elmo,book2,4566013,4366256,book1,433169,499816,apple,1066564,999906,TRUE,TRUE
1347,P24,D,ambig,D3,peppa,book2,499966,499966,book1,5032894,3033088,apple,133326,0,TRUE,TRUE
1348,P24,D,ambig,D3,start,book2,200124,200124,book1,799827,599865,apple,1799873,1299887,TRUE,TRUE
1349,P24,D,ambig,D4,500ms,bus2,0,0,bus1,466095,466095,flashlight,0,0,TRUE,TRUE
1350,P24,D,ambig,D4,elmo,bus2,6032523,6132531,bus1,999834,933241,flashlight,0,0,TRUE,TRUE
1351,P24,D,ambig,D4,peppa,bus2,633089,666473,bus1,3566258,3699600,flashlight,0,0,TRUE,TRUE
1352,P24,D,ambig,D4,start,bus2,766434,799766,bus1,1866586,2133189,flashlight,466609,466568,TRUE,TRUE
1353,P24,D,ambig,D5,500ms,car2,433243,399950,car1,0,0,dolphin,0,0,TRUE,TRUE
1354,P24,D,ambig,D5,elmo,car2,4432784,4532789,car1,0,0,dolphin,800508,734321,TRUE,TRUE
1355,P24,D,ambig,D5,peppa,car2,2166567,2133148,car1,5299776,5233322,dolphin,198435,198435,TRUE,TRUE
1356,P24,D,ambig,D5,start,car2,1599822,1399769,car1,466527,433185,dolphin,1299926,1166692,TRUE,TRUE
1357,P24,D,ambig,D6,500ms,cat2,0,0,cat1,466597,466597,hairbrush,0,0,TRUE,TRUE
1358,P24,D,ambig,D6,elmo,cat2,4466150,4732811,cat1,333295,333295,hairbrush,0,0,TRUE,TRUE
1359,P24,D,ambig,D6,peppa,cat2,1266472,1599772,cat1,3832854,3899528,hairbrush,0,0,TRUE,TRUE
1360,P24,D,ambig,D6,start,cat2,1466459,1833184,cat1,933255,766597,hairbrush,333239,866611,TRUE,TRUE
1361,P24,D,ambig,D7,500ms,chair2,0,0,chair1,466611,466611,kangaroo,0,0,TRUE,TRUE
1362,P24,D,ambig,D7,elmo,chair2,5166151,5166151,chair1,900660,900660,kangaroo,666610,666610,TRUE,TRUE
1363,P24,D,ambig,D7,peppa,chair2,566486,166531,chair1,2299678,2333015,kangaroo,1666482,1666482,TRUE,TRUE
1364,P24,D,ambig,D7,start,chair2,0,0,chair1,233368,233368,kangaroo,3466217,2699608,TRUE,TRUE
1365,P24,D,ambig,D8,500ms,dog2,0,0,dog1,0,0,rainbow,0,0,TRUE,TRUE
1366,P24,D,ambig,D8,elmo,dog2,2866427,3099526,dog1,0,0,rainbow,1066578,1066578,TRUE,TRUE
1367,P24,D,ambig,D8,peppa,dog2,466586,466586,dog1,4166418,3633565,rainbow,0,0,TRUE,TRUE
1368,P24,D,ambig,D8,start,dog2,833278,833197,dog1,1799585,1833225,rainbow,833497,833497,TRUE,TRUE
1314,P24,D,control,D10,500ms,flower2,233356,133344,cup1,0,0,cane,0,0,TRUE,TRUE
1315,P24,D,control,D10,elmo,flower2,6865241,6332487,cup1,0,0,cane,0,0,TRUE,TRUE
1316,P24,D,control,D10,peppa,flower2,133249,466494,cup1,2266664,2266664,cane,833283,1066611,TRUE,TRUE
1317,P24,D,control,D10,start,flower2,1433208,1366567,cup1,1133334,1066549,cane,1099895,1099895,TRUE,TRUE
1318,P24,D,control,D11,500ms,cup2,0,0,clock1,133336,133336,cake,266535,266535,TRUE,TRUE
1319,P24,D,control,D11,elmo,cup2,4699563,4866115,clock1,0,0,cake,833235,433263,TRUE,TRUE
1320,P24,D,control,D11,peppa,cup2,199989,199989,clock1,7165795,7199227,cake,499922,466597,TRUE,TRUE
1321,P24,D,control,D11,start,cup2,0,0,clock1,533226,533226,cake,1899864,1899864,TRUE,TRUE
1322,P24,D,control,D12,500ms,clock2,466487,466487,shoe1,0,0,dress,0,0,FALSE,TRUE
1323,P24,D,control,D12,elmo,clock2,7399170,7665559,shoe1,0,0,dress,333316,333316,FALSE,TRUE
1324,P24,D,control,D12,peppa,clock2,499878,199977,shoe1,4932714,4999500,dress,0,0,FALSE,TRUE
1325,P24,D,control,D12,start,clock2,833256,799927,shoe1,432622,432622,dress,2566354,2599768,FALSE,TRUE
1326,P24,D,control,D13,500ms,shoe2,0,0,spoon1,333241,333241,paintbrush,0,0,TRUE,TRUE
1327,P24,D,control,D13,elmo,shoe2,4299360,4132451,spoon1,0,0,paintbrush,166645,0,TRUE,TRUE
1328,P24,D,control,D13,peppa,shoe2,466510,466510,spoon1,3632961,3799666,paintbrush,700023,700023,TRUE,TRUE
1329,P24,D,control,D13,start,shoe2,1667186,1733843,spoon1,266647,399938,paintbrush,0,166677,TRUE,TRUE
1330,P24,D,control,D14,elmo,spoon2,2599760,4232989,toothbrush1,0,733271,comb,0,433142,TRUE,FALSE
1331,P24,D,control,D14,peppa,spoon2,765941,799249,toothbrush1,4366396,4366329,comb,633265,633265,TRUE,FALSE
1332,P24,D,control,D14,start,spoon2,699686,1033170,toothbrush1,466617,833254,comb,466576,1299879,TRUE,FALSE
1333,P24,D,control,D15,500ms,toothbrush2,433377,433377,tree1,0,0,door,0,0,FALSE,TRUE
1334,P24,D,control,D15,elmo,toothbrush2,5300366,4733304,tree1,0,0,door,1033239,1066588,FALSE,TRUE
1335,P24,D,control,D15,peppa,toothbrush2,166568,166568,tree1,2566532,2566442,door,0,0,FALSE,TRUE
1336,P24,D,control,D15,start,toothbrush2,433318,166659,tree1,0,0,door,500022,533289,FALSE,TRUE
1337,P24,D,control,D16,500ms,tree2,0,134212,fish1,0,0,pencil,0,0,TRUE,TRUE
1338,P24,D,control,D16,elmo,tree2,3799619,4365748,fish1,133305,133305,pencil,0,0,TRUE,TRUE
1339,P24,D,control,D16,peppa,tree2,566451,466552,fish1,2733508,2733005,pencil,0,0,TRUE,TRUE
1340,P24,D,control,D16,start,tree2,1466433,1433195,fish1,1900012,1900012,pencil,433349,433349,TRUE,TRUE
1369,P24,D,control,D9,500ms,fish2,0,0,flower1,433296,466594,playdoh,0,0,TRUE,TRUE
1370,P24,D,control,D9,elmo,fish2,2932940,2999501,flower1,133261,133261,playdoh,1866555,1866493,TRUE,TRUE
1371,P24,D,control,D9,peppa,fish2,366624,366624,flower1,3699731,3466305,playdoh,566625,566625,TRUE,TRUE
1372,P24,D,control,D9,start,fish2,1533125,1433184,flower1,533192,533192,playdoh,999915,966572,TRUE,TRUE
1373,P25,A,ambig,A1,500ms,fish1,0,0,fish2,266660,266660,playdoh,100065,100065,FALSE,FALSE
1374,P25,A,ambig,A1,elmo,fish1,1499806,1566538,fish2,666599,699923,playdoh,866583,866583,FALSE,FALSE
1375,P25,A,ambig,A1,peppa,fish1,0,0,fish2,1633103,1633148,playdoh,1366501,1333176,FALSE,FALSE
1376,P25,A,ambig,A1,start,fish1,1666537,1666561,fish2,633337,766677,playdoh,733199,733199,FALSE,FALSE
1404,P25,A,ambig,A2,500ms,flower1,466532,466532,flower2,0,0,cane,0,0,FALSE,FALSE
1405,P25,A,ambig,A2,elmo,flower1,1066541,1066541,flower2,2099240,2099235,cane,0,0,FALSE,FALSE
1406,P25,A,ambig,A2,peppa,flower1,2633407,2566198,flower2,0,0,cane,333256,333256,FALSE,FALSE
