"Subj"	"trialnum"	"FixCount"	"Label"
"AdSubjExpt1-1"	"Homoph_Ambig_bat1.jpg"	19	NA
"AdSubjExpt1-1"	"Homoph_Ambig_bow1.jpg"	20	NA
"AdSubjExpt1-1"	"Homoph_Ambig_button1.jpg"	33	NA
"AdSubjExpt1-1"	"Homoph_Ambig_cork1.jpg"	19	NA
"AdSubjExpt1-1"	"Homoph_Ambig_diamond1.jpg"	21	NA
"AdSubjExpt1-1"	"Homoph_Ambig_flour1.jpg"	12	NA
"AdSubjExpt1-1"	"Homoph_Ambig_glass1.jpg"	27	NA
"AdSubjExpt1-1"	"Homoph_Ambig_horn1.jpg"	20	NA
"AdSubjExpt1-1"	"Homoph_Control_lock1.jpg"	14	NA
"AdSubjExpt1-1"	"Homoph_Control_mouse1.jpg"	19	NA
"AdSubjExpt1-1"	"Homoph_Control_mussel1.jpg"	26	NA
