RECORDING_SESSION_LABEL	CURRENT_FIX_INDEX	CURRENT_FIX_INTEREST_AREAS	CURRENT_FIX_NEAREST_INTEREST_AREA	CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL	CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE	CURRENT_FIX_DURATION	CURRENT_FIX_END	CURRENT_FIX_LABEL	IP_LABEL	IP_END_TIME	IP_START_TIME	CURRENT_FIX_START	cond	targname	trialnum	type	TRIAL_START_TIME
b15	1	[ ]	3	Pre_D2 	5.83	228	230	Fixation: 4ms	Pre	7323505	7320035	4	Filler	pie1.jpg	Filler	Filler	7319975
b15	2	[ 1]	1	Pre_Targ 	3.89	90	354	Fixation: 266ms	Pre	7323505	7320035	266	Filler	pie1.jpg	Filler	Filler	7319975
b15	3	[ 1]	1	Pre_Targ 	1.46	288	662	Fixation: 376ms	Pre	7323505	7320035	376	Filler	pie1.jpg	Filler	Filler	7319975
b15	4	[ 3]	3	Pre_D2 	1.14	318	1024	Fixation: 708ms	Pre	7323505	7320035	708	Filler	pie1.jpg	Filler	Filler	7319975
b15	5	[ 2]	2	Pre_D1 	1.94	134	1204	Fixation: 1072ms	Pre	7323505	7320035	1072	Filler	pie1.jpg	Filler	Filler	7319975
b15	6	[ 2]	2	Pre_D1 	1.16	174	1390	Fixation: 1218ms	Pre	7323505	7320035	1218	Filler	pie1.jpg	Filler	Filler	7319975
b15	7	[ 1]	1	Pre_Targ 	1.67	388	1826	Fixation: 1440ms	Pre	7323505	7320035	1440	Filler	pie1.jpg	Filler	Filler	7319975
b15	8	[ 3]	3	Pre_D2 	0.75	714	2584	Fixation: 1872ms	Pre	7323505	7320035	1872	Filler	pie1.jpg	Filler	Filler	7319975
b15	9	[ 3]	3	Pre_D2 	1.49	106	2706	Fixation: 2602ms	Pre	7323505	7320035	2602	Filler	pie1.jpg	Filler	Filler	7319975
b15	10	[ 2]	2	Pre_D1 	3.18	606	3354	Fixation: 2750ms	Pre	7323505	7320035	2750	Filler	pie1.jpg	Filler	Filler	7319975
b15	11	[ 3]	3	Pre_D2 	3.32	162	3554	Fixation: 3394ms	Pre	7323505	7320035	3394	Filler	pie1.jpg	Filler	Filler	7319975
b15	1	[ ]	3	Pre_D2 	5.20	134	136	Fixation: 4ms	Pre	7332449	7328978	4	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	2	[ ]	3	Pre_D2 	6.06	202	350	Fixation: 150ms	Pre	7332449	7328978	150	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	3	[ 2]	2	Pre_D1 	5.15	276	652	Fixation: 378ms	Pre	7332449	7328978	378	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	4	[ ]	2	Pre_D1 	6.98	160	832	Fixation: 674ms	Pre	7332449	7328978	674	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	5	[ 2]	2	Pre_D1 	2.26	234	1102	Fixation: 870ms	Pre	7332449	7328978	870	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	6	[ 2]	2	Pre_D1 	1.31	116	1232	Fixation: 1118ms	Pre	7332449	7328978	1118	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	7	[ 3]	3	Pre_D2 	1.73	282	1554	Fixation: 1274ms	Pre	7332449	7328978	1274	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	8	[ ]	1	Pre_Targ 	6.37	288	1880	Fixation: 1594ms	Pre	7332449	7328978	1594	Filler	bike_pump.jpg	Filler	Filler	7328921
b15	9	[ 2]	2	Pre_D1 	4.91	178	2096	Fixation: 1920ms	Pre	7332449	7328978	1920	Filler	bike_pump.jpg	Filler	Filler	7328921
