RECORDING_SESSION_LABEL	DATA_FILE	EYE_USED	IA_AVERAGE_FIX_PUPIL_SIZE	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_FIXATION_%	IA_FIXATION_COUNT	IA_LABEL	IA_ID	IA_GROUP	IA_RUN_COUNT	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	trialnum	TargetLoc	targname	IP_LABEL	IP_END_TIME	IP_START_TIME	type	cond
b15	b15.edf	RIGHT	587.00	280	0.5469	0.5000	1	Pre_Targ 	1	.	1	512	2	Filler	(147, 90)	pie1.jpg	Reward	7326539	7325873	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D1 	2	.	0	512	2	Filler	(147, 90)	pie1.jpg	Reward	7326539	7325873	Filler	Filler
b15	b15.edf	RIGHT	650.00	232	0.4531	0.5000	1	Pre_D2 	3	.	1	512	2	Filler	(147, 90)	pie1.jpg	Reward	7326539	7325873	Filler	Filler
b15	b15.edf	RIGHT	426.00	604	0.9096	0.6667	2	Pre_Targ 	1	.	1	664	3	Filler	(147, 90)	bike_pump.jpg	Reward	7335470	7334803	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D1 	2	.	0	664	3	Filler	(147, 90)	bike_pump.jpg	Reward	7335470	7334803	Filler	Filler
b15	b15.edf	RIGHT	441.00	60	0.0904	0.3333	1	Pre_D2 	3	.	1	664	3	Filler	(147, 90)	bike_pump.jpg	Reward	7335470	7334803	Filler	Filler
b15	b15.edf	RIGHT	462.00	718	0.8122	0.5000	1	Pre_Targ 	1	.	1	884	2	Filler	(147, 90)	bow1.jpg	Reward	7345293	7344627	Filler	Filler
b15	b15.edf	RIGHT	473.00	166	0.1878	0.5000	1	Pre_D1 	2	.	1	884	2	Filler	(147, 90)	bow1.jpg	Reward	7345293	7344627	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D2 	3	.	0	884	2	Filler	(147, 90)	bow1.jpg	Reward	7345293	7344627	Filler	Filler
b15	b15.edf	RIGHT	453.50	584	0.8488	0.6667	2	Pre_Targ 	1	.	1	688	3	Same_Ambig_dog1.jpg	(753, 90)	dog1.jpg	Reward	7354864	7354198	Same	Ambig
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D1 	2	.	0	688	3	Same_Ambig_dog1.jpg	(753, 90)	dog1.jpg	Reward	7354864	7354198	Same	Ambig
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D2 	3	.	0	688	3	Same_Ambig_dog1.jpg	(753, 90)	dog1.jpg	Reward	7354864	7354198	Same	Ambig
b15	b15.edf	RIGHT	367.33	540	0.7872	0.7500	3	Pre_Targ 	1	.	2	686	4	Filler	(753, 90)	mussel1.jpg	Reward	7363594	7362928	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D1 	2	.	0	686	4	Filler	(753, 90)	mussel1.jpg	Reward	7363594	7362928	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D2 	3	.	0	686	4	Filler	(753, 90)	mussel1.jpg	Reward	7363594	7362928	Filler	Filler
b15	b15.edf	RIGHT	395.33	1562	1.0000	1.0000	3	Pre_Targ 	1	.	1	1562	3	Same_Control_flower1.jpg	(753, 90)	flower1.jpg	Reward	7372032	7371366	Same	Control
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D1 	2	.	0	1562	3	Same_Control_flower1.jpg	(753, 90)	flower1.jpg	Reward	7372032	7371366	Same	Control
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D2 	3	.	0	1562	3	Same_Control_flower1.jpg	(753, 90)	flower1.jpg	Reward	7372032	7371366	Same	Control
b15	b15.edf	RIGHT	368.50	728	0.8605	0.6667	2	Pre_Targ 	1	.	1	846	3	Filler	(147, 90)	bat1.jpg	Reward	7380683	7380017	Filler	Filler
b15	b15.edf	RIGHT	369.00	118	0.1395	0.3333	1	Pre_D1 	2	.	1	846	3	Filler	(147, 90)	bat1.jpg	Reward	7380683	7380017	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D2 	3	.	0	846	3	Filler	(147, 90)	bat1.jpg	Reward	7380683	7380017	Filler	Filler
b15	b15.edf	RIGHT	395.50	1824	1.0000	1.0000	2	Pre_Targ 	1	.	1	1824	2	Filler	(753, 90)	canopy.jpg	Reward	7389014	7388348	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D1 	2	.	0	1824	2	Filler	(753, 90)	canopy.jpg	Reward	7389014	7388348	Filler	Filler
b15	b15.edf	RIGHT	.	0	0.0000	0.0000	0	Pre_D2 	3	.	0	1824	2	Filler	(753, 90)	canopy.jpg	Reward	7389014	7388348	Filler	Filler
b15	b15.edf	RIGHT	433.00	2098	0.9383	0.5000	2	Pre_Targ 	1	.	1	2236	4	Same_Ambig_bus1.jpg	(477, 554)	bus1.jpg	Reward	7398238	7397572	Same	Ambig
